customer_id,discount,discount_fraction,predicted_revenue,discount_cost,ITE
113.0,30.0,0.3,0.3242217724082236,0.0,0.0234433674915563
116.0,30.0,0.3,0.0106016002130796,0.0,0.0009176491139167
118.0,30.0,0.3,1.0256722479246965,0.0,0.1578442979262383
119.0,30.0,0.3,0.5015517150164206,0.0,0.0490995315728263
120.0,30.0,0.3,0.1917342095522757,0.0,0.0201295758060132
121.0,0.0,0.0,42.61,0.0,-0.0526153251535499
123.0,0.0,0.0,0.0,0.0,-0.056296128624995
126.0,30.0,0.3,1.861837069459653,0.0,0.1289718114061827
127.0,0.0,0.0,0.0,0.0,-0.152909549956191
128.0,0.0,0.0,0.0,0.0,-0.0285728936108371
130.0,0.0,0.0,0.0,0.0,-0.0999338081602392
133.0,30.0,0.3,2.163334805397631,0.0,0.1390496725413055
134.0,30.0,0.3,0.9331340425840916,0.0,0.0988698922000521
135.0,30.0,0.3,0.2334953328650998,0.0,0.0219429877704257
137.0,30.0,0.3,0.2280269996389889,0.0,0.0204986515317322
138.0,30.0,0.3,0.0281578550055443,0.0,0.002409743688964
139.0,30.0,0.3,55.32686361750028,15.893999999999998,0.1476572050774053
141.0,0.0,0.0,44.32,0.0,-0.0206239372124181
142.0,30.0,0.3,27.553862332581723,7.8629999999999995,0.1709096187945723
143.0,30.0,0.3,0.1994544863731629,0.0,0.0245875846120763
145.0,30.0,0.3,0.1566658371840288,0.0,0.0452529858994884
146.0,0.0,0.0,35.54,0.0,-0.0067012353598121
147.0,0.0,0.0,0.0,0.0,-0.0115745842716559
150.0,0.0,0.0,47.4,0.0,-0.0587607169704562
151.0,30.0,0.3,62.3366601483925,18.035999999999998,0.12290198205769
152.0,30.0,0.3,1.1577656940153518,0.0,0.1102633994300335
153.0,30.0,0.3,0.4051493169077881,0.0,0.0399555539356793
154.0,0.0,0.0,50.21,0.0,-0.0030392335417569
155.0,0.0,0.0,44.3,0.0,-0.0088975311603709
157.0,30.0,0.3,1.1554356370162326,0.0,0.1026232913239393
158.0,0.0,0.0,0.0,0.0,-0.0426143595694857
159.0,0.0,0.0,27.98,0.0,-0.0433950901172201
160.0,30.0,0.3,30.523691040805968,8.784,0.1415859563759071
161.0,30.0,0.3,17.482188817924953,5.0280000000000005,0.1436334164528545
162.0,0.0,0.0,0.0,0.0,-0.0279915476478377
163.0,0.0,0.0,38.96,0.0,-0.0226773914650793
164.0,0.0,0.0,0.0,0.0,-0.0002505446674711
166.0,30.0,0.3,0.6345190224896118,0.0,0.0509899568056583
167.0,30.0,0.3,1.4254698100707672,0.0,0.1532268956326741
168.0,0.0,0.0,0.0,0.0,-0.0597226674596854
169.0,0.0,0.0,47.3,0.0,-0.0165350031449008
170.0,0.0,0.0,45.03,0.0,-0.0004237191321856
171.0,0.0,0.0,0.0,0.0,-0.0860049256359394
172.0,0.0,0.0,0.0,0.0,-0.0615450064227298
173.0,30.0,0.3,31.17908379497736,9.039,0.1160619310739417
174.0,0.0,0.0,0.0,0.0,-0.0011418237696988
175.0,30.0,0.3,0.1177476072636269,0.0,0.009058205036051
176.0,0.0,0.0,36.74,0.0,-0.0448330932502759
178.0,30.0,0.3,1.1557540030663425,0.0,0.0887062708624102
179.0,0.0,0.0,22.71,0.0,-0.069681635485849
180.0,0.0,0.0,33.38,0.0,-0.0785010609647324
181.0,0.0,0.0,0.0,0.0,-0.0337715663985372
182.0,0.0,0.0,42.42,0.0,-0.0023020924661516
186.0,0.0,0.0,0.0,0.0,-0.2025923962277441
187.0,0.0,0.0,47.87,0.0,-0.0411586334717322
192.0,30.0,0.3,36.92493470902585,10.683,0.1230866525344797
194.0,30.0,0.3,0.5511553510297869,0.0,0.0350340294323536
195.0,30.0,0.3,0.453447361185137,0.0,0.0473376512355295
196.0,0.0,0.0,0.0,0.0,-0.0033496375914268
198.0,30.0,0.3,34.83773216696336,10.068,0.1269102271517042
200.0,30.0,0.3,0.6153333429142432,0.0,0.068713941140619
201.0,0.0,0.0,27.12,0.0,-0.0045810259265052
204.0,30.0,0.3,0.2700965799336334,0.0,0.0420514681509627
206.0,0.0,0.0,44.23,0.0,-0.0374872809132789
207.0,30.0,0.3,1.5905472065214268,0.0,0.1783924637193166
209.0,30.0,0.3,32.88104624298495,9.488999999999999,0.1318417370623828
210.0,30.0,0.3,1.729981064936424,0.0,0.1672448825344571
211.0,0.0,0.0,0.0,0.0,-0.0296332608525721
212.0,30.0,0.3,0.3792367736916451,0.0,0.031044267656487
213.0,30.0,0.3,0.4915813944000394,0.0,0.0522181213511833
217.0,30.0,0.3,1.106549531566911,0.0,0.0909393106152951
218.0,30.0,0.3,1.1729020374834138,0.0,0.0861920956410504
219.0,30.0,0.3,50.99049537746127,14.687999999999999,0.1382417876811865
220.0,30.0,0.3,1.221951761665045,0.0,0.1449527593908713
221.0,30.0,0.3,0.5499371001519503,0.0,0.0441610134226251
224.0,30.0,0.3,26.994387809272283,7.784999999999999,0.1341538611781996
225.0,30.0,0.3,0.9924757299117568,0.0,0.0842437594356809
226.0,30.0,0.3,0.1370699578910218,0.0,0.0098725120924101
227.0,0.0,0.0,0.0,0.0,-0.0892303197450817
228.0,0.0,0.0,0.0,0.0,-0.1031841913769213
229.0,0.0,0.0,0.0,0.0,-0.0047033133879006
230.0,30.0,0.3,0.1924797771987561,0.0,0.0337861641563553
232.0,30.0,0.3,0.1548618957248659,0.0,0.0593340596646996
233.0,30.0,0.3,31.79000699793668,9.113999999999999,0.1547078119307303
234.0,30.0,0.3,55.561047532709885,16.119,0.1135956034933862
236.0,0.0,0.0,0.0,0.0,-0.0504570872524589
237.0,30.0,0.3,0.1767285901874823,0.0,0.0223820402973002
238.0,30.0,0.3,0.2427166072806303,0.0,0.0157833663207589
239.0,0.0,0.0,0.0,0.0,-0.0153120078999396
240.0,30.0,0.3,0.922314798236146,0.0,0.0867979294406311
241.0,0.0,0.0,0.0,0.0,-0.0142171083891532
242.0,0.0,0.0,32.4,0.0,-0.0058131319935453
243.0,0.0,0.0,32.11,0.0,-0.0001625039342747
245.0,30.0,0.3,64.02837031762486,18.579,0.1129431249058005
246.0,30.0,0.3,15.684876116798591,4.464,0.1803037896054193
247.0,30.0,0.3,0.7899100646248252,0.0,0.0500576720294566
248.0,30.0,0.3,0.4989329640976142,0.0,0.0265884872953698
249.0,30.0,0.3,0.1291223128054095,0.0,0.0081101886065831
250.0,30.0,0.3,1.504078413585757,0.0,0.1551716097787844
251.0,30.0,0.3,24.516535012239736,7.0889999999999995,0.1250578378106557
252.0,30.0,0.3,55.7753977795244,16.038,0.1443694836964954
254.0,0.0,0.0,45.28,0.0,-0.0064664367069438
256.0,0.0,0.0,36.7,0.0,-0.0058289667273271
258.0,30.0,0.3,0.0259353370719056,0.0,0.0043312186158827
259.0,30.0,0.3,36.32272001372255,10.53,0.1161177600876118
261.0,0.0,0.0,34.5,0.0,-0.0467479215279053
265.0,30.0,0.3,1.1953033319557516,0.0,0.1618994083645878
266.0,0.0,0.0,51.15,0.0,-0.0118701063618572
267.0,0.0,0.0,25.96,0.0,-0.0208824285744963
268.0,30.0,0.3,0.4183700440749808,0.0,0.0462236265688853
269.0,30.0,0.3,39.01251440323309,11.078999999999999,0.1879695282275557
270.0,0.0,0.0,38.31,0.0,-0.0200407824455991
271.0,0.0,0.0,0.0,0.0,-0.0258087645648822
272.0,30.0,0.3,1.0996484790253112,0.0,0.1127844593872114
273.0,30.0,0.3,0.8494356855763842,0.0,0.0985881714921523
274.0,0.0,0.0,0.0,0.0,-0.0098909669650053
275.0,30.0,0.3,0.115869842582513,0.0,0.010935243731834
276.0,0.0,0.0,35.45,0.0,-0.0054438891725432
278.0,0.0,0.0,0.0,0.0,-0.0248055207989999
279.0,0.0,0.0,0.0,0.0,-0.0327570771479946
280.0,0.0,0.0,49.98,0.0,-0.0580436502473346
281.0,30.0,0.3,0.3844793831584705,0.0,0.0348924025009956
282.0,30.0,0.3,0.3133017649930766,0.0,0.0469155083847075
283.0,0.0,0.0,34.79,0.0,-0.0345945791359592
285.0,30.0,0.3,0.0508527750271242,0.0,0.0047802947008013
287.0,0.0,0.0,33.8,0.0,-0.0800070309703398
288.0,30.0,0.3,35.15022950127329,10.176,0.120895194700598
289.0,30.0,0.3,45.450266943010256,13.113,0.1327131047822967
290.0,30.0,0.3,2.0694689387613714,0.0,0.1381026986160408
291.0,0.0,0.0,0.0,0.0,-0.0430889329579712
293.0,0.0,0.0,0.0,0.0,-0.0068262296244873
294.0,0.0,0.0,0.0,0.0,-0.0584397858036082
296.0,30.0,0.3,1.1673434747341318,0.0,0.0615103527628903
299.0,30.0,0.3,0.4507249514116619,0.0,0.0712383359272423
301.0,30.0,0.3,42.54054009355096,12.327,0.1176717849883146
302.0,30.0,0.3,31.643732486499157,9.065999999999999,0.1570408654863397
304.0,30.0,0.3,0.0780186330975902,0.0,0.0063975918899213
305.0,0.0,0.0,49.91,0.0,-0.075011700452792
307.0,30.0,0.3,0.2350414324314127,0.0,0.02015619864775
308.0,30.0,0.3,1.3253129307294882,0.0,0.0943148968637552
310.0,30.0,0.3,1.8725442688420888,0.0,0.1049750122683086
311.0,0.0,0.0,0.0,0.0,-0.0025390450026664
312.0,30.0,0.3,0.2951501310886217,0.0,0.0252783599767576
313.0,0.0,0.0,52.84,0.0,-0.0722890007776801
315.0,30.0,0.3,0.1723211383310511,0.0,0.0129574508106663
316.0,30.0,0.3,1.696950672561447,0.0,0.1474583483282453
317.0,30.0,0.3,36.1370856610077,10.479,0.115190920985562
320.0,0.0,0.0,0.0,0.0,-0.0627839236470949
321.0,0.0,0.0,45.06,0.0,-0.1183081635255186
323.0,0.0,0.0,0.0,0.0,-0.0617123333907872
324.0,30.0,0.3,32.35205747021338,9.171,0.1943144117559026
325.0,30.0,0.3,56.25572182725392,16.188,0.1418162729956711
326.0,30.0,0.3,2.824954196843727,0.0,0.1759109656170202
327.0,30.0,0.3,0.4032400323809498,0.0,0.0300768279541247
328.0,30.0,0.3,1.131945157812433,0.0,0.08736166997086
329.0,0.0,0.0,0.0,0.0,-0.0183563840832431
330.0,0.0,0.0,0.0,0.0,-0.0437473099026952
331.0,0.0,0.0,39.6,0.0,-0.0364208798962615
333.0,0.0,0.0,26.38,0.0,-0.0214283181686838
335.0,30.0,0.3,0.0493418803869002,0.0,0.002979042467361
336.0,30.0,0.3,1.5160752681163483,0.0,0.1570899666476374
338.0,30.0,0.3,39.95500187131828,11.357999999999999,0.184451652695746
339.0,0.0,0.0,0.0,0.0,-0.0834024249696295
340.0,0.0,0.0,0.0,0.0,-0.0238718421607897
341.0,0.0,0.0,0.0,0.0,-0.0163213808205874
342.0,30.0,0.3,1.088358745419049,0.0,0.0662865427504141
344.0,0.0,0.0,0.0,0.0,-0.0071767986025856
346.0,0.0,0.0,44.66,0.0,-0.0775479663659852
347.0,30.0,0.3,0.9609141697631916,0.0,0.132686297951283
348.0,30.0,0.3,1.2380660017177774,0.0,0.0785176307532837
349.0,0.0,0.0,0.0,0.0,-0.0571047859989132
350.0,30.0,0.3,0.5798199010442815,0.0,0.0500319182884012
352.0,30.0,0.3,2.589276250863575,0.0,0.2110765672832457
353.0,30.0,0.3,0.6467202935622208,0.0,0.0539068345054781
354.0,30.0,0.3,1.928614137977433,0.0,0.1667630037161637
355.0,30.0,0.3,1.0963369595552874,0.0,0.0620240416132206
356.0,0.0,0.0,0.0,0.0,-0.0047855917197163
357.0,30.0,0.3,0.9197396682376324,0.0,0.0894340400853396
358.0,30.0,0.3,37.55465172116908,10.860000000000001,0.124737727547797
360.0,0.0,0.0,34.57,0.0,-0.0026711243067161
362.0,0.0,0.0,0.0,0.0,-0.042967259196176
364.0,30.0,0.3,19.831189656990368,5.742,0.120374374258162
365.0,0.0,0.0,49.5,0.0,-0.0117360253024787
366.0,30.0,0.3,57.96336259178148,16.209,0.2426653459054523
367.0,30.0,0.3,0.7636642840505776,0.0,0.0857664290263452
368.0,0.0,0.0,37.4,0.0,-0.0213769236482576
369.0,30.0,0.3,0.383565082513602,0.0,0.0365718042061024
372.0,0.0,0.0,45.78,0.0,-0.0196612183842844
373.0,0.0,0.0,36.81,0.0,-0.0431384449916798
374.0,0.0,0.0,43.19,0.0,-0.0350853141217187
376.0,30.0,0.3,1.3110977358152005,0.0,0.0835306916294088
377.0,30.0,0.3,39.97954774657085,11.463,0.1543703870340096
380.0,0.0,0.0,49.91,0.0,-0.0107737349700108
383.0,0.0,0.0,19.2,0.0,-0.1096740355292944
384.0,0.0,0.0,35.27,0.0,-0.0733992890839553
385.0,0.0,0.0,0.0,0.0,-0.0898222623448482
386.0,30.0,0.3,2.16462767695095,0.0,0.1545720991824443
387.0,0.0,0.0,40.51,0.0,-0.0141384348975437
388.0,0.0,0.0,35.81,0.0,-0.0308142284454852
389.0,0.0,0.0,40.67,0.0,-0.0429667416067552
390.0,30.0,0.3,27.21087357177477,7.878,0.1206998694814375
392.0,30.0,0.3,0.2680985942918862,0.0,0.0288650510650179
393.0,30.0,0.3,0.7761435117715335,0.0,0.0770901382371408
394.0,30.0,0.3,1.5197371054898283,0.0,0.1660914869387791
396.0,0.0,0.0,0.0,0.0,-0.0350938566611736
397.0,30.0,0.3,2.271197431173674,0.0,0.1645079987812309
399.0,30.0,0.3,0.7360555849700512,0.0,0.0936457487239251
400.0,0.0,0.0,0.0,0.0,-0.007676797239897
403.0,0.0,0.0,22.66,0.0,-0.1239978682288395
406.0,30.0,0.3,1.671614875562769,0.0,0.1075892949451483
407.0,30.0,0.3,0.2214497862617303,0.0,0.0601112340558443
408.0,0.0,0.0,0.0,0.0,-0.0317152780737169
409.0,30.0,0.3,0.1934145539667371,0.0,0.0280554908567939
410.0,30.0,0.3,0.5024413162853507,0.0,0.0360483079556142
411.0,30.0,0.3,0.6620595798108526,0.0,0.0610981524373249
414.0,30.0,0.3,0.1358666912506915,0.0,0.0111165677671978
416.0,30.0,0.3,1.2340927528596002,0.0,0.1096678888171688
417.0,0.0,0.0,35.33,0.0,-0.0976777830525543
418.0,0.0,0.0,57.54,0.0,-0.0030314540098468
419.0,30.0,0.3,0.5126181792374779,0.0,0.0599132981810984
420.0,30.0,0.3,0.0258672697280147,0.0,0.0051631276902225
422.0,30.0,0.3,1.719803527487726,0.0,0.1779229802904745
423.0,30.0,0.3,0.0056741708642929,0.0,0.000822701299738
424.0,0.0,0.0,17.02,0.0,-0.0163989472002415
425.0,30.0,0.3,0.1001653538616989,0.0,0.0094317659003483
427.0,30.0,0.3,0.987214731290832,0.0,0.0688434261709088
428.0,0.0,0.0,44.74,0.0,-0.1378534094291306
430.0,30.0,0.3,1.5109741050423169,0.0,0.0916408360651575
431.0,0.0,0.0,38.55,0.0,-0.0080875239156776
433.0,30.0,0.3,0.2970500670367181,0.0,0.0325927218605133
434.0,30.0,0.3,0.094604576833799,0.0,0.0123327567245208
435.0,30.0,0.3,0.512367549369357,0.0,0.0405771402050651
436.0,30.0,0.3,1.3178238791712975,0.0,0.1069575423400128
438.0,30.0,0.3,0.1333712674563111,0.0,0.0134392651608536
439.0,0.0,0.0,0.0,0.0,-0.0598509026757396
440.0,30.0,0.3,0.7158616195702474,0.0,0.0570999138207105
441.0,30.0,0.3,0.8279792476691605,0.0,0.0858721476528895
442.0,30.0,0.3,2.659975173331056,0.0,0.2291106953773519
443.0,30.0,0.3,43.22283233539241,12.068999999999999,0.247976827855863
445.0,30.0,0.3,1.835768076194068,0.0,0.0996779104193988
446.0,30.0,0.3,0.1977061235142933,0.0,0.0186850130908509
447.0,0.0,0.0,0.0,0.0,-0.0398227092982792
448.0,0.0,0.0,32.74,0.0,-0.0450795047365274
449.0,0.0,0.0,40.76,0.0,-0.0606565527492703
451.0,0.0,0.0,48.34,0.0,-0.0861293144356815
453.0,0.0,0.0,51.02,0.0,-0.0922916123172982
455.0,30.0,0.3,0.7385647510233683,0.0,0.0649059452520756
456.0,30.0,0.3,52.72736174973775,15.254999999999999,0.1230653392158476
457.0,0.0,0.0,0.0,0.0,-0.0281167934800463
458.0,30.0,0.3,1.008748288816834,0.0,0.0839993578829906
460.0,30.0,0.3,37.844859575574105,10.779,0.1776472377376478
462.0,0.0,0.0,0.0,0.0,-0.0411035370125728
464.0,30.0,0.3,29.43735975865061,8.472,0.1413314162713194
465.0,30.0,0.3,0.1074088654421704,0.0,0.0135105491122227
466.0,30.0,0.3,2.204378363879962,0.0,0.1857883155398198
468.0,30.0,0.3,0.415164754486379,0.0,0.021458869824075
469.0,0.0,0.0,38.66,0.0,-0.0274983367717158
471.0,30.0,0.3,32.57496623077999,9.338999999999999,0.1547238709476382
472.0,30.0,0.3,0.9716710809997768,0.0,0.1786488473983778
473.0,0.0,0.0,47.52,0.0,-0.1189808823473258
474.0,0.0,0.0,0.0,0.0,-0.0934751187786839
476.0,30.0,0.3,34.3013617497617,9.756,0.1825914052646266
478.0,30.0,0.3,0.825067660666541,0.0,0.0659368385412404
480.0,0.0,0.0,0.0,0.0,-0.0295185632324993
481.0,30.0,0.3,0.7224791806131075,0.0,0.0530571477280684
483.0,0.0,0.0,0.0,0.0,-0.1330914685324811
485.0,0.0,0.0,46.07,0.0,-0.0586695032589375
486.0,30.0,0.3,0.5111616655435651,0.0,0.0479423809363689
487.0,30.0,0.3,53.942281238292985,15.347999999999999,0.1812797262374897
488.0,0.0,0.0,0.0,0.0,-0.045033611421383
489.0,0.0,0.0,0.0,0.0,-0.0460383814989607
490.0,0.0,0.0,45.47,0.0,-0.0555871098130157
492.0,30.0,0.3,0.0761088180100821,0.0,0.0343296427650348
493.0,30.0,0.3,1.3041271830916528,0.0,0.1240962206767202
494.0,30.0,0.3,1.5324564418681432,0.0,0.1281532398284114
497.0,30.0,0.3,0.3939479333756998,0.0,0.0472869923629456
500.0,30.0,0.3,0.2404800520881552,0.0,0.0204385561863127
501.0,30.0,0.3,0.1146683077578765,0.0,0.0346534626043749
502.0,30.0,0.3,0.8834474918250277,0.0,0.0979975032529149
504.0,30.0,0.3,0.4667995652034764,0.0,0.054673174654893
506.0,30.0,0.3,1.2097443709324454,0.0,0.148800045625147
508.0,30.0,0.3,0.7192123512396269,0.0,0.074638060527151
510.0,30.0,0.3,39.67204203110561,11.348999999999998,0.1623087524103985
511.0,30.0,0.3,0.2473209213251952,0.0,0.0243906234048516
512.0,30.0,0.3,1.673544461229772,0.0,0.1812372169406294
513.0,30.0,0.3,0.4081559026298759,0.0,0.060467541130352
514.0,30.0,0.3,0.7544537293329369,0.0,0.0998747325036983
515.0,30.0,0.3,0.8418838797639452,0.0,0.0675073273806387
516.0,30.0,0.3,0.2800256523996812,0.0,0.0323094095303659
517.0,30.0,0.3,1.627768997476659,0.0,0.1755953611085932
518.0,0.0,0.0,35.89,0.0,-0.0318138483036293
520.0,0.0,0.0,0.0,0.0,-0.0755068651610924
522.0,30.0,0.3,2.0671542605083264,0.0,0.1695917844374704
524.0,30.0,0.3,0.7967572785882459,0.0,0.0628754165552593
525.0,0.0,0.0,45.6,0.0,-0.0462865074749295
526.0,30.0,0.3,0.4625105688582895,0.0,0.0484202856844943
527.0,0.0,0.0,0.0,0.0,-0.0507471462219286
528.0,30.0,0.3,0.1022309065519787,0.0,0.0108421790807062
529.0,0.0,0.0,48.46,0.0,-0.1182113804179494
530.0,30.0,0.3,1.3078383381738297,0.0,0.0985411647207527
531.0,30.0,0.3,0.3434408335221282,0.0,0.0278337655824725
532.0,30.0,0.3,0.811770071042833,0.0,0.0903170973567905
533.0,30.0,0.3,0.6711408809928745,0.0,0.0673025351978414
537.0,30.0,0.3,1.6404321452184558,0.0,0.2048747527436563
538.0,0.0,0.0,44.49,0.0,-0.0251598038484147
539.0,0.0,0.0,40.73,0.0,-0.0210264712494353
541.0,30.0,0.3,0.0427791936882695,0.0,0.0060066264656374
542.0,30.0,0.3,0.4133043222789793,0.0,0.0605840402050688
543.0,30.0,0.3,0.6804433000557721,0.0,0.0450296671335962
544.0,30.0,0.3,0.493260797535583,0.0,0.1321706317083556
545.0,30.0,0.3,0.9441829084184248,0.0,0.0956328277543224
547.0,30.0,0.3,0.8041001441414312,0.0,0.0644311012933839
548.0,30.0,0.3,0.0835291380654822,0.0,0.0074867023452077
549.0,30.0,0.3,35.6641170360808,10.197000000000001,0.1641774086575266
550.0,30.0,0.3,25.635442496642334,7.388999999999999,0.1360728781489153
551.0,0.0,0.0,45.92,0.0,-0.0131792164869571
552.0,0.0,0.0,47.69,0.0,-0.0795189758825089
554.0,30.0,0.3,1.3661003901242328,0.0,0.1067933388152152
556.0,30.0,0.3,0.358524542125856,0.0,0.0287210239626577
557.0,30.0,0.3,0.080693036362917,0.0,0.0076089614675075
559.0,0.0,0.0,0.0,0.0,-0.0323769623487532
560.0,30.0,0.3,0.6306285841877091,0.0,0.0707299892538929
563.0,30.0,0.3,0.3075767600238908,0.0,0.0246692941950506
565.0,0.0,0.0,34.65,0.0,-0.0378242639239312
566.0,30.0,0.3,0.1425916368687804,0.0,0.0099749308757454
567.0,30.0,0.3,1.4821255425776707,0.0,0.1266124673310841
568.0,30.0,0.3,1.4815802190405392,0.0,0.1619213354142666
571.0,30.0,0.3,0.5216083061853678,0.0,0.0399516165889528
573.0,30.0,0.3,0.0613682368769504,0.0,0.0101619865668075
574.0,0.0,0.0,46.42,0.0,-0.220895335873151
575.0,0.0,0.0,45.38,0.0,-0.0694840509139047
576.0,0.0,0.0,15.21,0.0,-0.0249271490388616
577.0,30.0,0.3,35.255441693680936,10.08,0.1642303267540608
578.0,30.0,0.3,0.3626874127607704,0.0,0.0272349187325051
579.0,30.0,0.3,0.5693612540797184,0.0,0.0985906933471374
580.0,30.0,0.3,42.03581205755435,12.147,0.1272587517538777
581.0,30.0,0.3,0.4998393385463334,0.0,0.049484144000231
583.0,0.0,0.0,47.52,0.0,-0.0856950616850513
584.0,30.0,0.3,0.6131037941532117,0.0,0.0501516396035347
585.0,30.0,0.3,32.05874909327429,9.248999999999999,0.1328521022028643
586.0,0.0,0.0,0.0,0.0,-0.0235832634117984
587.0,30.0,0.3,0.7751585348595724,0.0,0.0749814794795485
589.0,0.0,0.0,46.29,0.0,-0.0088217821048678
591.0,0.0,0.0,39.57,0.0,-0.0133134535407912
593.0,30.0,0.3,0.689421329144295,0.0,0.0466140181977211
594.0,0.0,0.0,0.0,0.0,-0.0340233987514075
595.0,0.0,0.0,44.52,0.0,-0.0320240868767804
596.0,0.0,0.0,0.0,0.0,-0.036128320473628
597.0,0.0,0.0,0.0,0.0,-0.0865058356912417
598.0,30.0,0.3,0.4926705914027526,0.0,0.045567017332848
600.0,0.0,0.0,0.0,0.0,-0.0519397644290719
601.0,0.0,0.0,56.8,0.0,-0.0116853367884922
602.0,0.0,0.0,47.29,0.0,-0.1015448421933746
603.0,30.0,0.3,0.4120781797569879,0.0,0.039011472096657
604.0,30.0,0.3,0.2666088844424383,0.0,0.0282664211665011
607.0,30.0,0.3,1.025573586412989,0.0,0.1071318903596562
