customer_id,order_value,ITE,segment,discount_options,predicted_revenue,discount_cost
2727,28.02,-0.062682447284551,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.4, 2.8, 4.2, 5.6, 7.0, 8.41]"
158,45.71,-0.0426143595694857,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.29, 4.57, 6.86, 9.14, 11.43, 13.71]"
4013,45.87,0.0109553946849671,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.29, 4.59, 6.88, 9.17, 11.47, 13.76]"
3626,47.37,0.0147189181489455,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.37, 4.74, 7.11, 9.47, 11.84, 14.21]"
2092,21.9,0.0437715307039862,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.09, 2.19, 3.28, 4.38, 5.47, 6.57]"
3968,32.28,0.1184200306910369,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.61, 3.23, 4.84, 6.46, 8.07, 9.68]"
4268,40.13,0.1441312148778047,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.01, 4.01, 6.02, 8.03, 10.03, 12.04]"
1095,35.43,0.0281272226856193,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.77, 3.54, 5.31, 7.09, 8.86, 10.63]"
3912,19.07,0.085074556235913,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.95, 1.91, 2.86, 3.81, 4.77, 5.72]"
3258,23.1,0.0250759394144176,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.16, 2.31, 3.47, 4.62, 5.78, 6.93]"
4231,48.69,0.1181231658013303,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.43, 4.87, 7.3, 9.74, 12.17, 14.61]"
706,31.15,0.0439990438892714,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.56, 3.12, 4.67, 6.23, 7.79, 9.34]"
600,47.79,-0.0519397644290719,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.39, 4.78, 7.17, 9.56, 11.95, 14.34]"
2570,47.01,0.0629738776528558,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.35, 4.7, 7.05, 9.4, 11.75, 14.1]"
3989,37.73,0.0605586864985364,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.89, 3.77, 5.66, 7.55, 9.43, 11.32]"
2835,46.58,0.0272082561252598,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.33, 4.66, 6.99, 9.32, 11.64, 13.97]"
2239,49.09,0.0207884752475486,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.45, 4.91, 7.36, 9.82, 12.27, 14.73]"
4563,42.4,0.0605427819865704,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.12, 4.24, 6.36, 8.48, 10.6, 12.72]"
1783,18.36,-0.0132530701341507,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.92, 1.84, 2.75, 3.67, 4.59, 5.51]"
2814,53.4,0.1433008687849726,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.67, 5.34, 8.01, 10.68, 13.35, 16.02]"
2842,34.68,0.0051222820721069,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.73, 3.47, 5.2, 6.94, 8.67, 10.4]"
3955,26.47,0.1402586206487755,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.32, 2.65, 3.97, 5.29, 6.62, 7.94]"
228,38.29,-0.1031841913769213,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.91, 3.83, 5.74, 7.66, 9.57, 11.49]"
4416,22.29,-0.0213946401555794,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.11, 2.23, 3.34, 4.46, 5.57, 6.69]"
3135,45.31,-0.0037391848421828,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.27, 4.53, 6.8, 9.06, 11.33, 13.59]"
4678,43.88,-0.0876662423501607,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.19, 4.39, 6.58, 8.78, 10.97, 13.16]"
3495,39.2,0.017045789727748,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.96, 3.92, 5.88, 7.84, 9.8, 11.76]"
4513,47.17,-0.0146205620911192,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.36, 4.72, 7.08, 9.43, 11.79, 14.15]"
241,37.86,-0.0142171083891532,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.89, 3.79, 5.68, 7.57, 9.46, 11.36]"
732,45.37,-0.0599605579995917,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.27, 4.54, 6.81, 9.07, 11.34, 13.61]"
30,34.72,0.0590940600064278,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.74, 3.47, 5.21, 6.94, 8.68, 10.42]"
107,18.55,0.1320493268043766,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.93, 1.86, 2.78, 3.71, 4.64, 5.57]"
4802,21.32,0.0577305184802632,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.07, 2.13, 3.2, 4.26, 5.33, 6.4]"
3881,48.8,-0.2083476620082652,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.44, 4.88, 7.32, 9.76, 12.2, 14.64]"
1845,38.54,-0.1102559180940034,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.93, 3.85, 5.78, 7.71, 9.63, 11.56]"
3472,25.83,0.019733606787027,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.29, 2.58, 3.87, 5.17, 6.46, 7.75]"
2374,35.3,-0.0086103317019584,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.76, 3.53, 5.29, 7.06, 8.82, 10.59]"
4858,33.8,0.1275577500542498,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.69, 3.38, 5.07, 6.76, 8.45, 10.14]"
1169,34.96,0.10068118835318,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.75, 3.5, 5.24, 6.99, 8.74, 10.49]"
2158,30.72,0.0291691903284216,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.54, 3.07, 4.61, 6.14, 7.68, 9.22]"
2816,37.42,0.0347870242829674,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.87, 3.74, 5.61, 7.48, 9.36, 11.23]"
799,38.08,0.0544663091502606,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.9, 3.81, 5.71, 7.62, 9.52, 11.42]"
3987,27.39,0.0970169594473675,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.37, 2.74, 4.11, 5.48, 6.85, 8.22]"
66,42.72,0.0913417971179172,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.14, 4.27, 6.41, 8.54, 10.68, 12.82]"
2700,23.02,0.0136387041475194,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.15, 2.3, 3.45, 4.6, 5.75, 6.91]"
1505,40.44,0.0605041881349891,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.02, 4.04, 6.07, 8.09, 10.11, 12.13]"
180,33.38,-0.0785010609647324,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.67, 3.34, 5.01, 6.68, 8.35, 10.01]"
1422,49.81,0.0762465259565661,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.49, 4.98, 7.47, 9.96, 12.45, 14.94]"
625,31.78,0.2295744825228714,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.59, 3.18, 4.77, 6.36, 7.95, 9.53]"
24,24.25,0.0731307933060669,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.21, 2.43, 3.64, 4.85, 6.06, 7.27]"
2060,39.11,0.102978538757356,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.96, 3.91, 5.87, 7.82, 9.78, 11.73]"
682,49.37,-0.0278702007250876,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.47, 4.94, 7.41, 9.87, 12.34, 14.81]"
1631,25.91,0.180448196289447,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.3, 2.59, 3.89, 5.18, 6.48, 7.77]"
1091,39.96,0.0337251641934963,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.0, 4.0, 5.99, 7.99, 9.99, 11.99]"
502,30.05,0.0979975032529149,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.5, 3.01, 4.51, 6.01, 7.51, 9.02]"
4444,26.73,-0.054555946143044,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.34, 2.67, 4.01, 5.35, 6.68, 8.02]"
229,36.17,-0.0047033133879006,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.81, 3.62, 5.43, 7.23, 9.04, 10.85]"
4138,44.22,-0.0507629493847144,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.21, 4.42, 6.63, 8.84, 11.05, 13.27]"
4639,27.56,0.16883279660185,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.38, 2.76, 4.13, 5.51, 6.89, 8.27]"
3788,50.7,0.0253019701724141,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.54, 5.07, 7.61, 10.14, 12.68, 15.21]"
2221,37.86,0.0713258611913236,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.89, 3.79, 5.68, 7.57, 9.46, 11.36]"
3711,42.17,0.0796134992241056,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.11, 4.22, 6.33, 8.43, 10.54, 12.65]"
1413,15.43,0.1232115121937069,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.77, 1.54, 2.31, 3.09, 3.86, 4.63]"
2684,24.34,0.0405282588711207,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.22, 2.43, 3.65, 4.87, 6.08, 7.3]"
85,31.82,0.041980973319546,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.59, 3.18, 4.77, 6.36, 7.96, 9.55]"
4455,54.45,0.225734179552689,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.72, 5.45, 8.17, 10.89, 13.61, 16.34]"
4587,45.93,-0.1202653084256813,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.3, 4.59, 6.89, 9.19, 11.48, 13.78]"
4309,39.32,0.0682013941055155,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.97, 3.93, 5.9, 7.86, 9.83, 11.8]"
2379,36.5,-0.0881287959700333,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.83, 3.65, 5.47, 7.3, 9.12, 10.95]"
2697,41.42,0.1820644016164661,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.07, 4.14, 6.21, 8.28, 10.36, 12.43]"
1210,37.3,0.1430940924837837,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.86, 3.73, 5.59, 7.46, 9.32, 11.19]"
2766,32.4,0.1258599566797978,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.62, 3.24, 4.86, 6.48, 8.1, 9.72]"
334,34.51,0.0416443586598715,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.73, 3.45, 5.18, 6.9, 8.63, 10.35]"
2093,40.39,0.0801119668575842,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.02, 4.04, 6.06, 8.08, 10.1, 12.12]"
200,29.85,0.068713941140619,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.49, 2.99, 4.48, 5.97, 7.46, 8.96]"
2883,47.14,-0.0392022783467786,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.36, 4.71, 7.07, 9.43, 11.79, 14.14]"
1433,24.99,0.152601829823384,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.25, 2.5, 3.75, 5.0, 6.25, 7.5]"
808,34.89,-0.0923603483637255,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.74, 3.49, 5.23, 6.98, 8.72, 10.47]"
4195,35.02,0.1641707796623338,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.75, 3.5, 5.25, 7.0, 8.76, 10.51]"
3436,38.66,0.143558328247719,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.93, 3.87, 5.8, 7.73, 9.66, 11.6]"
3574,39.9,0.0659167286516394,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.0, 3.99, 5.98, 7.98, 9.97, 11.97]"
1030,40.32,-0.0566564608169265,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.02, 4.03, 6.05, 8.06, 10.08, 12.1]"
3493,49.52,-0.0921102280703908,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.48, 4.95, 7.43, 9.9, 12.38, 14.86]"
1520,27.63,0.0716864779262723,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.38, 2.76, 4.14, 5.53, 6.91, 8.29]"
4849,24.64,0.163471960626174,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.23, 2.46, 3.7, 4.93, 6.16, 7.39]"
1955,44.33,-0.0728063229630592,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.22, 4.43, 6.65, 8.87, 11.08, 13.3]"
2405,52.45,-0.0204138723622017,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.62, 5.25, 7.87, 10.49, 13.11, 15.73]"
4310,18.16,-0.0335517710206117,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.91, 1.82, 2.72, 3.63, 4.54, 5.45]"
4131,43.31,0.0511132337548134,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.17, 4.33, 6.5, 8.66, 10.83, 12.99]"
2122,27.02,0.133572956282784,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.35, 2.7, 4.05, 5.4, 6.75, 8.11]"
80,26.67,0.062391206909228,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.33, 2.67, 4.0, 5.33, 6.67, 8.0]"
4293,29.14,0.0521196244235587,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.46, 2.91, 4.37, 5.83, 7.29, 8.74]"
3292,48.56,0.0498745050143264,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.43, 4.86, 7.28, 9.71, 12.14, 14.57]"
3045,35.58,0.2283943650809247,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.78, 3.56, 5.34, 7.12, 8.89, 10.67]"
4733,35.07,-0.0659234404606603,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.75, 3.51, 5.26, 7.01, 8.77, 10.52]"
3167,31.75,0.0881386796742469,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.59, 3.18, 4.76, 6.35, 7.94, 9.53]"
4542,27.93,0.2106055001332651,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.4, 2.79, 4.19, 5.59, 6.98, 8.38]"
2074,30.8,0.1536960612555196,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.54, 3.08, 4.62, 6.16, 7.7, 9.24]"
734,34.92,-0.0043275960292684,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.75, 3.49, 5.24, 6.98, 8.73, 10.48]"
3952,36.97,-0.082544539376388,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.85, 3.7, 5.55, 7.39, 9.24, 11.09]"
3434,32.29,-0.0102192625845939,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.61, 3.23, 4.84, 6.46, 8.07, 9.69]"
2219,30.42,0.0645988621161824,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.52, 3.04, 4.56, 6.08, 7.61, 9.13]"
1742,47.61,0.0427666806941425,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.38, 4.76, 7.14, 9.52, 11.9, 14.28]"
297,27.33,0.0787718462717653,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.37, 2.73, 4.1, 5.47, 6.83, 8.2]"
3560,40.1,0.0207899809096771,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.01, 4.01, 6.01, 8.02, 10.03, 12.03]"
712,29.51,0.1626452865866363,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.48, 2.95, 4.43, 5.9, 7.38, 8.85]"
897,33.86,0.0975928702847976,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.69, 3.39, 5.08, 6.77, 8.46, 10.16]"
3950,40.75,0.0787950565350191,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.04, 4.08, 6.11, 8.15, 10.19, 12.22]"
374,43.19,-0.0350853141217187,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.16, 4.32, 6.48, 8.64, 10.8, 12.96]"
1558,40.44,0.0852452943064051,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.02, 4.04, 6.07, 8.09, 10.11, 12.13]"
4149,40.36,0.1221321810676854,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.02, 4.04, 6.05, 8.07, 10.09, 12.11]"
1500,53.53,0.0099522383201998,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.68, 5.35, 8.03, 10.71, 13.38, 16.06]"
4618,19.56,-0.0652243475308267,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.98, 1.96, 2.93, 3.91, 4.89, 5.87]"
472,18.13,0.1786488473983778,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.91, 1.81, 2.72, 3.63, 4.53, 5.44]"
1035,37.56,-0.1058253498229764,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.88, 3.76, 5.63, 7.51, 9.39, 11.27]"
1515,19.29,0.0602293339246083,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.96, 1.93, 2.89, 3.86, 4.82, 5.79]"
4237,46.33,-0.0120615669084261,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.32, 4.63, 6.95, 9.27, 11.58, 13.9]"
1733,41.57,-0.0196712883804949,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.08, 4.16, 6.24, 8.31, 10.39, 12.47]"
1271,52.71,0.0081765739424207,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.64, 5.27, 7.91, 10.54, 13.18, 15.81]"
