customer_id,assigned_discount,predicted_revenue
2241.0,5.0,23.04
997.0,0.0,22.55
3670.0,5.0,27.29
1865.0,5.0,21.55
9.0,5.0,10.35
3186.0,0.0,7.99
498.0,0.0,14.96
4335.0,5.0,28.48
145.0,10.0,5.65
658.0,0.0,23.29
2026.0,0.0,18.31
298.0,5.0,16.22
3781.0,0.0,16.12
1254.0,5.0,11.69
152.0,5.0,17.1
1744.0,0.0,18.44
2628.0,0.0,22.82
1198.0,0.0,13.77
3228.0,15.0,6.86
3162.0,5.0,26.81
4835.0,0.0,13.61
3409.0,5.0,28.09
1393.0,0.0,16.97
3941.0,5.0,15.03
1414.0,5.0,29.75
1540.0,0.0,20.76
2588.0,15.0,12.84
1706.0,0.0,23.16
3833.0,5.0,14.1
2999.0,5.0,20.94
4530.0,0.0,14.11
4260.0,5.0,14.91
3610.0,0.0,18.57
1445.0,0.0,24.97
101.0,10.0,15.49
2820.0,0.0,26.21
1205.0,0.0,17.07
1324.0,15.0,12.77
1026.0,0.0,24.78
4059.0,10.0,17.27
1616.0,0.0,20.68
2388.0,0.0,27.17
1753.0,10.0,11.78
4999.0,5.0,19.85
1232.0,0.0,18.28
4422.0,10.0,18.42
3012.0,0.0,13.17
2506.0,0.0,12.47
4382.0,5.0,20.88
1211.0,10.0,12.78
3945.0,0.0,25.01
1913.0,0.0,20.41
3527.0,5.0,21.42
2528.0,0.0,26.37
2606.0,0.0,24.39
3984.0,0.0,18.47
473.0,0.0,23.15
2844.0,0.0,19.22
4215.0,30.0,10.51
4081.0,0.0,11.55
3596.0,0.0,23.93
1256.0,0.0,16.58
4773.0,0.0,17.31
1748.0,0.0,27.7
3917.0,5.0,18.73
4979.0,0.0,25.57
3297.0,0.0,19.23
3265.0,5.0,19.76
249.0,0.0,25.85
34.0,0.0,21.98
2797.0,5.0,14.24
3684.0,5.0,15.7
506.0,15.0,13.31
3081.0,5.0,7.15
894.0,5.0,30.17
627.0,0.0,22.92
3190.0,0.0,9.44
1673.0,15.0,13.68
2518.0,0.0,22.04
2723.0,5.0,13.66
3040.0,0.0,22.1
1872.0,5.0,18.96
2852.0,0.0,21.75
970.0,0.0,26.64
417.0,0.0,17.21
1361.0,0.0,22.68
231.0,5.0,20.92
4871.0,15.0,10.98
3660.0,5.0,19.74
545.0,5.0,16.07
1245.0,0.0,24.88
3318.0,0.0,9.04
995.0,10.0,9.91
1621.0,0.0,25.42
1757.0,5.0,25.08
4821.0,20.0,9.89
1341.0,0.0,15.04
1819.0,0.0,26.33
813.0,0.0,21.39
3510.0,0.0,19.21
3910.0,10.0,7.4
3009.0,0.0,17.77
3969.0,10.0,19.42
4994.0,0.0,22.26
3621.0,5.0,30.03
1085.0,10.0,18.25
1104.0,5.0,19.7
932.0,0.0,17.78
3059.0,0.0,19.88
3879.0,0.0,15.57
1145.0,0.0,29.0
423.0,0.0,11.2
1437.0,0.0,22.32
725.0,0.0,19.08
1418.0,0.0,17.08
3738.0,5.0,23.04
3567.0,30.0,19.35
927.0,30.0,9.9
2291.0,5.0,24.77
150.0,0.0,23.09
4090.0,5.0,17.32
3102.0,10.0,13.64
4093.0,0.0,18.52
13.0,0.0,19.74
469.0,0.0,18.83
3264.0,0.0,19.37
3874.0,0.0,11.45
1894.0,0.0,13.72
3705.0,0.0,22.34
1438.0,0.0,18.27
1860.0,0.0,17.6
1841.0,0.0,26.58
3659.0,0.0,17.54
2105.0,30.0,12.74
3612.0,0.0,20.63
812.0,0.0,21.76
2664.0,0.0,14.7
1269.0,5.0,17.45
1962.0,0.0,24.16
3707.0,0.0,19.13
2878.0,10.0,12.19
4545.0,5.0,16.59
4264.0,0.0,10.24
394.0,10.0,14.96
2631.0,5.0,18.88
585.0,10.0,15.1
4965.0,0.0,16.55
492.0,20.0,3.63
2651.0,0.0,13.58
3041.0,0.0,22.71
133.0,5.0,25.32
1589.0,15.0,14.23
1739.0,0.0,10.59
4986.0,0.0,21.24
1019.0,5.0,20.04
4379.0,0.0,19.51
4703.0,0.0,18.98
2308.0,0.0,15.07
288.0,5.0,16.57
2211.0,5.0,17.19
3130.0,0.0,19.22
4576.0,0.0,20.38
1407.0,0.0,14.76
2367.0,0.0,18.69
2292.0,10.0,17.75
950.0,0.0,20.46
3478.0,0.0,22.15
3887.0,0.0,21.54
3405.0,0.0,19.37
2296.0,5.0,18.69
4224.0,15.0,16.42
4612.0,0.0,20.23
4486.0,0.0,17.9
4340.0,0.0,26.73
2222.0,0.0,24.26
1042.0,0.0,21.15
3846.0,0.0,18.7
4339.0,5.0,15.32
3883.0,0.0,15.89
2305.0,0.0,20.84
4403.0,25.0,4.62
430.0,5.0,26.81
1045.0,0.0,22.53
1808.0,25.0,7.7
4953.0,5.0,16.46
3655.0,0.0,8.89
830.0,0.0,11.56
2978.0,0.0,16.0
1719.0,5.0,17.48
466.0,10.0,19.38
3961.0,5.0,18.48
1372.0,0.0,27.8
1457.0,0.0,21.54
1188.0,0.0,23.42
3163.0,0.0,23.03
4646.0,5.0,18.75
678.0,15.0,14.11
487.0,5.0,24.99
2232.0,0.0,24.38
1039.0,0.0,17.38
764.0,5.0,33.9
2956.0,0.0,21.13
3656.0,0.0,23.46
3755.0,0.0,18.31
3652.0,0.0,22.93
766.0,0.0,12.88
4271.0,5.0,14.01
291.0,0.0,21.82
2120.0,0.0,11.96
3540.0,0.0,17.22
253.0,0.0,30.38
3261.0,15.0,13.6
351.0,5.0,8.82
3708.0,5.0,17.79
3204.0,0.0,18.0
1740.0,0.0,8.74
677.0,0.0,20.64
91.0,0.0,26.92
3827.0,0.0,17.73
4881.0,0.0,23.14
4119.0,0.0,17.19
3056.0,0.0,15.28
27.0,5.0,11.15
3717.0,25.0,12.08
4898.0,0.0,23.46
722.0,0.0,19.15
2064.0,5.0,17.9
3964.0,0.0,17.18
2471.0,0.0,23.02
2318.0,0.0,19.42
2859.0,10.0,15.51
878.0,0.0,16.67
3317.0,5.0,17.52
3789.0,5.0,18.94
255.0,0.0,17.93
4822.0,10.0,14.38
4796.0,0.0,17.22
4249.0,0.0,25.37
4321.0,5.0,10.32
4734.0,0.0,16.57
2100.0,5.0,24.63
4740.0,0.0,27.52
3981.0,0.0,22.14
2535.0,0.0,17.32
4658.0,5.0,11.21
316.0,10.0,18.78
1262.0,5.0,18.44
842.0,25.0,12.53
2744.0,0.0,18.23
554.0,5.0,20.81
2023.0,0.0,19.4
3132.0,0.0,19.0
70.0,5.0,24.45
3605.0,0.0,21.61
747.0,0.0,19.61
2424.0,0.0,22.31
4457.0,5.0,14.85
1703.0,10.0,13.33
3122.0,10.0,18.0
4694.0,5.0,28.71
3354.0,20.0,14.03
2068.0,5.0,8.82
3649.0,0.0,21.58
3996.0,0.0,22.43
2154.0,0.0,13.61
1840.0,0.0,16.86
388.0,0.0,17.45
2469.0,5.0,16.97
3703.0,0.0,16.59
3932.0,0.0,10.18
3719.0,10.0,22.27
1371.0,5.0,15.2
411.0,0.0,17.6
1439.0,0.0,17.42
110.0,0.0,16.65
4057.0,5.0,34.88
1136.0,0.0,20.96
2128.0,0.0,10.22
2610.0,0.0,17.69
692.0,0.0,17.82
1579.0,20.0,14.87
2963.0,0.0,27.15
4142.0,5.0,29.52
3706.0,0.0,20.88
3255.0,0.0,25.36
4812.0,10.0,15.27
486.0,0.0,17.31
556.0,0.0,20.27
4632.0,5.0,19.63
4421.0,0.0,21.16
2772.0,0.0,23.62
2861.0,0.0,8.36
1109.0,0.0,26.05
3913.0,15.0,11.07
2270.0,5.0,15.23
3931.0,0.0,24.03
178.0,5.0,21.2
2906.0,0.0,24.75
916.0,0.0,26.16
81.0,0.0,17.95
3269.0,5.0,18.02
578.0,0.0,21.63
2300.0,0.0,27.3
3312.0,5.0,8.94
3795.0,10.0,14.74
1392.0,0.0,13.53
222.0,5.0,7.96
94.0,5.0,19.16
3647.0,0.0,27.18
4360.0,0.0,19.11
843.0,0.0,16.31
539.0,0.0,19.84
3015.0,0.0,20.48
1435.0,0.0,16.6
1056.0,5.0,20.46
3774.0,5.0,18.12
3687.0,0.0,19.07
811.0,0.0,20.98
2216.0,5.0,21.4
2987.0,0.0,16.58
735.0,5.0,19.09
4521.0,0.0,16.53
1863.0,5.0,21.81
4072.0,0.0,15.36
531.0,0.0,20.04
2923.0,0.0,17.98
3413.0,0.0,17.47
3127.0,5.0,18.11
3624.0,0.0,19.76
4141.0,0.0,13.83
1747.0,0.0,17.85
684.0,0.0,17.68
4568.0,0.0,19.43
1130.0,0.0,19.45
4275.0,0.0,22.07
2652.0,0.0,18.77
801.0,0.0,21.54
2118.0,0.0,20.05
3381.0,5.0,7.35
4267.0,0.0,11.36
220.0,20.0,13.81
1870.0,0.0,19.13
2246.0,0.0,23.2
4357.0,0.0,22.96
4085.0,0.0,23.4
4695.0,5.0,12.6
2678.0,0.0,17.5
44.0,10.0,14.36
2285.0,5.0,17.02
211.0,0.0,20.67
1618.0,0.0,20.04
355.0,0.0,28.7
3810.0,5.0,19.0
2314.0,0.0,20.16
4564.0,0.0,22.59
562.0,0.0,25.54
368.0,0.0,18.22
587.0,5.0,16.82
3735.0,5.0,22.73
2846.0,0.0,24.88
136.0,10.0,11.32
804.0,0.0,18.42
48.0,0.0,23.08
3159.0,15.0,15.48
2322.0,0.0,13.74
4857.0,0.0,24.93
4684.0,0.0,23.99
4976.0,0.0,19.62
1935.0,5.0,19.07
62.0,0.0,26.76
1768.0,0.0,15.52
634.0,0.0,17.73
96.0,0.0,13.9
479.0,0.0,24.31
1724.0,5.0,13.96
4823.0,0.0,16.01
4603.0,0.0,22.6
1118.0,10.0,14.28
2777.0,5.0,23.93
4222.0,0.0,23.55
323.0,0.0,22.64
1294.0,0.0,15.06
2230.0,0.0,25.3
1659.0,0.0,26.93
1570.0,5.0,11.88
2441.0,5.0,15.51
2496.0,0.0,22.97
3679.0,30.0,3.11
2961.0,5.0,16.87
292.0,5.0,11.38
1002.0,0.0,14.72
2095.0,10.0,19.24
534.0,5.0,14.43
4517.0,0.0,26.16
1096.0,5.0,27.14
3793.0,5.0,12.56
2012.0,0.0,24.66
4598.0,5.0,15.13
1559.0,0.0,16.28
1171.0,0.0,24.09
4037.0,0.0,19.99
2418.0,0.0,20.39
4064.0,0.0,22.76
4722.0,10.0,12.55
3796.0,5.0,16.12
2084.0,0.0,22.79
4622.0,0.0,17.08
1011.0,0.0,9.36
4779.0,0.0,14.04
752.0,5.0,14.87
3937.0,0.0,13.52
4730.0,0.0,31.11
4536.0,0.0,23.94
4931.0,5.0,16.28
1426.0,5.0,29.11
1877.0,0.0,19.89
1546.0,0.0,13.27
4889.0,0.0,14.08
3236.0,0.0,15.5
4163.0,0.0,27.75
1193.0,15.0,9.91
2253.0,0.0,19.56
2860.0,5.0,17.0
3455.0,5.0,19.64
1895.0,5.0,21.77
671.0,5.0,19.01
829.0,0.0,21.46
2145.0,10.0,15.57
1700.0,0.0,22.51
908.0,5.0,12.9
2175.0,5.0,21.27
71.0,10.0,8.76
912.0,0.0,16.12
3866.0,0.0,18.74
2621.0,0.0,8.78
3253.0,0.0,17.4
4225.0,30.0,9.64
2754.0,5.0,19.42
839.0,0.0,21.51
1613.0,10.0,13.81
1150.0,0.0,21.52
3535.0,0.0,20.91
1076.0,0.0,16.43
2452.0,5.0,13.71
2795.0,5.0,20.22
2821.0,0.0,17.65
2022.0,0.0,15.87
3769.0,5.0,19.53
1306.0,0.0,13.68
3672.0,0.0,17.55
1889.0,5.0,15.8
3251.0,5.0,22.84
2373.0,10.0,10.8
2909.0,15.0,15.86
3797.0,5.0,17.04
1633.0,0.0,20.91
2243.0,0.0,20.09
4853.0,0.0,15.96
3918.0,5.0,13.57
3543.0,5.0,19.39
3581.0,0.0,15.42
4928.0,0.0,24.04
4890.0,0.0,11.6
643.0,0.0,26.71
2975.0,5.0,25.37
3615.0,0.0,25.63
3811.0,0.0,21.44
234.0,5.0,26.23
4577.0,5.0,19.52
1610.0,5.0,19.71
416.0,5.0,18.31
2472.0,0.0,11.63
654.0,0.0,18.67
3623.0,5.0,10.65
1601.0,5.0,16.5
18.0,10.0,14.48
1861.0,5.0,18.98
2461.0,0.0,18.01
2390.0,0.0,12.21
597.0,0.0,17.58
4872.0,0.0,21.06
2168.0,0.0,13.54
2858.0,20.0,12.82
4760.0,5.0,14.22
1816.0,5.0,14.71
4936.0,0.0,18.2
372.0,0.0,22.3
3039.0,0.0,14.46
599.0,0.0,21.98
239.0,0.0,22.53
3616.0,0.0,23.13
1814.0,30.0,14.75
1944.0,0.0,19.04
1718.0,5.0,25.66
4838.0,0.0,16.5
2139.0,0.0,31.46
2560.0,0.0,23.25
3481.0,5.0,14.46
3694.0,20.0,11.89
2765.0,5.0,28.46
2477.0,0.0,14.07
2553.0,0.0,13.81
788.0,10.0,13.52
1544.0,5.0,17.76
3741.0,10.0,14.5
4263.0,0.0,12.63
3726.0,0.0,24.53
2245.0,0.0,13.98
4488.0,15.0,14.6
4221.0,5.0,28.08
3049.0,5.0,22.61
1434.0,5.0,17.19
622.0,0.0,18.08
2313.0,0.0,18.89
3648.0,0.0,22.78
567.0,5.0,19.06
1486.0,5.0,17.58
3753.0,0.0,24.67
3586.0,5.0,26.15
52.0,0.0,23.4
2143.0,0.0,21.2
3047.0,0.0,14.95
3120.0,0.0,20.99
4375.0,0.0,28.17
535.0,0.0,19.57
3200.0,0.0,19.85
3103.0,0.0,8.07
444.0,0.0,18.87
2690.0,0.0,17.58
196.0,0.0,20.71
3484.0,0.0,18.44
777.0,5.0,20.53
2227.0,0.0,23.12
2823.0,15.0,14.44
3018.0,0.0,30.25
3063.0,5.0,24.05
2981.0,5.0,16.12
2576.0,5.0,15.74
2938.0,5.0,29.79
645.0,0.0,19.34
806.0,0.0,23.51
3538.0,5.0,28.94
1352.0,0.0,18.23
4866.0,0.0,25.62
121.0,0.0,20.76
2489.0,5.0,22.26
4808.0,20.0,12.63
4899.0,0.0,24.33
2465.0,0.0,18.86
3183.0,0.0,13.1
135.0,0.0,17.28
2804.0,0.0,8.0
3639.0,5.0,26.67
2299.0,10.0,15.54
185.0,0.0,17.09
1336.0,0.0,10.87
1667.0,5.0,21.6
512.0,15.0,15.13
1322.0,0.0,13.56
4073.0,0.0,15.66
3759.0,10.0,18.92
4229.0,10.0,11.01
3733.0,0.0,18.57
3680.0,0.0,22.56
743.0,0.0,22.13
252.0,5.0,26.1
1174.0,20.0,10.82
3960.0,0.0,20.84
3903.0,5.0,17.23
2171.0,0.0,19.43
123.0,0.0,22.4
2355.0,0.0,22.26
1670.0,5.0,16.51
1478.0,0.0,9.23
568.0,5.0,14.93
3668.0,0.0,18.23
3201.0,5.0,19.49
1676.0,20.0,9.07
1804.0,0.0,15.12
882.0,5.0,15.87
1216.0,0.0,22.58
3775.0,0.0,10.83
2629.0,0.0,13.51
4426.0,10.0,19.02
721.0,5.0,16.82
2726.0,0.0,17.99
3892.0,5.0,15.15
2466.0,5.0,18.4
3211.0,0.0,22.41
603.0,0.0,17.15
4199.0,0.0,22.04
1898.0,15.0,15.87
3946.0,0.0,25.46
3853.0,5.0,12.32
319.0,5.0,15.24
3098.0,0.0,18.2
4904.0,5.0,26.53
275.0,0.0,17.21
1874.0,0.0,18.29
550.0,15.0,12.1
4992.0,15.0,14.48
4674.0,0.0,29.89
4903.0,0.0,23.26
2950.0,5.0,20.76
606.0,0.0,19.27
4039.0,10.0,15.58
528.0,0.0,15.31
4065.0,0.0,16.91
4285.0,0.0,25.37
4913.0,5.0,13.35
3791.0,5.0,15.78
4837.0,5.0,14.45
1832.0,0.0,15.61
299.0,5.0,10.3
2806.0,5.0,15.92
4256.0,0.0,15.54
1594.0,0.0,18.49
2179.0,0.0,24.64
4932.0,0.0,25.54
4266.0,10.0,12.27
2178.0,0.0,18.77
1599.0,10.0,18.17
2537.0,0.0,29.37
757.0,0.0,12.38
1483.0,0.0,24.48
2488.0,0.0,30.13
2073.0,0.0,17.97
1296.0,0.0,12.14
1097.0,5.0,26.07
1908.0,5.0,17.35
4784.0,0.0,17.38
377.0,10.0,18.7
4166.0,5.0,18.83
2536.0,5.0,22.59
4669.0,0.0,23.12
928.0,0.0,25.88
379.0,0.0,17.16
1176.0,0.0,24.31
2457.0,0.0,20.66
2577.0,10.0,9.76
4869.0,0.0,30.57
1346.0,0.0,21.58
2620.0,0.0,26.4
1685.0,0.0,14.19
2058.0,0.0,17.94
1537.0,15.0,6.89
2529.0,0.0,20.82
2288.0,5.0,18.15
4879.0,0.0,12.77
795.0,0.0,18.3
2521.0,5.0,13.67
3521.0,5.0,10.84
1222.0,15.0,18.49
176.0,0.0,17.9
1787.0,0.0,13.46
3425.0,10.0,13.79
1979.0,0.0,23.94
46.0,5.0,24.14
2768.0,0.0,14.72
860.0,10.0,17.14
4668.0,0.0,18.41
4168.0,0.0,17.84
1527.0,0.0,20.99
2192.0,0.0,10.5
3011.0,0.0,21.72
3014.0,5.0,8.81
1780.0,0.0,23.59
1704.0,0.0,17.8
3114.0,0.0,16.83
2604.0,0.0,21.77
284.0,5.0,18.95
1554.0,0.0,19.81
4145.0,0.0,25.12
4712.0,0.0,23.98
1567.0,0.0,16.51
1259.0,5.0,19.91
857.0,0.0,24.96
2087.0,20.0,13.81
2417.0,5.0,15.85
4926.0,0.0,20.86
1875.0,0.0,9.34
4617.0,0.0,18.93
2096.0,0.0,33.72
978.0,0.0,18.64
1398.0,15.0,14.65
2460.0,0.0,20.55
4570.0,5.0,16.55
1942.0,5.0,11.64
2527.0,5.0,25.22
953.0,10.0,12.06
100.0,0.0,9.43
1074.0,0.0,18.89
4465.0,0.0,22.08
3465.0,5.0,19.71
4896.0,0.0,22.0
352.0,15.0,20.07
2747.0,5.0,20.01
1159.0,0.0,18.55
1057.0,0.0,21.12
965.0,0.0,26.0
719.0,0.0,21.41
2776.0,0.0,24.57
3576.0,0.0,18.01
1539.0,10.0,17.27
309.0,0.0,23.08
1535.0,5.0,11.02
834.0,5.0,13.27
367.0,5.0,14.5
3397.0,25.0,15.95
2094.0,5.0,20.0
4867.0,0.0,7.17
3782.0,0.0,12.68
2556.0,5.0,19.9
1127.0,0.0,26.46
20.0,0.0,14.97
3266.0,0.0,19.58
2944.0,0.0,29.1
2590.0,5.0,25.51
219.0,5.0,23.91
2639.0,0.0,16.87
439.0,0.0,12.63
1966.0,0.0,20.66
3376.0,0.0,19.83
3304.0,5.0,15.19
4282.0,0.0,16.01
2433.0,0.0,24.7
4661.0,5.0,15.03
3780.0,0.0,12.11
2779.0,0.0,28.65
803.0,0.0,37.1
3013.0,0.0,18.8
2289.0,0.0,18.01
3742.0,0.0,18.55
4451.0,5.0,19.01
583.0,0.0,23.15
204.0,5.0,10.45
4061.0,0.0,23.79
3432.0,5.0,20.48
2265.0,0.0,24.83
2196.0,0.0,17.74
3423.0,5.0,23.36
1607.0,5.0,18.27
1048.0,0.0,20.57
1425.0,5.0,20.13
2882.0,0.0,27.13
1963.0,5.0,14.76
3366.0,0.0,9.27
518.0,0.0,17.48
2985.0,0.0,18.22
3337.0,5.0,16.28
4856.0,0.0,13.15
669.0,25.0,2.48
3113.0,5.0,21.92
1428.0,0.0,14.27
4922.0,0.0,22.75
4507.0,5.0,13.37
1261.0,5.0,16.18
2440.0,0.0,22.96
3768.0,0.0,22.31
4270.0,0.0,18.04
3358.0,0.0,23.16
3408.0,0.0,17.8
1376.0,5.0,16.41
760.0,0.0,11.06
2848.0,0.0,16.09
4333.0,15.0,13.49
2686.0,0.0,13.46
3022.0,5.0,12.77
4396.0,0.0,17.58
2510.0,0.0,14.37
215.0,5.0,17.08
3347.0,0.0,16.53
1484.0,5.0,20.84
694.0,0.0,12.91
2183.0,0.0,8.26
4732.0,0.0,17.19
2134.0,5.0,16.41
1116.0,0.0,27.52
1785.0,5.0,21.37
4739.0,5.0,17.12
1213.0,0.0,25.26
4882.0,0.0,17.55
197.0,5.0,14.93
4606.0,5.0,28.02
4729.0,0.0,10.31
1058.0,0.0,14.16
880.0,5.0,19.76
1823.0,0.0,31.73
1938.0,0.0,18.38
1331.0,5.0,19.66
2269.0,0.0,26.86
888.0,0.0,21.0
3033.0,0.0,26.27
69.0,0.0,22.17
2498.0,0.0,18.49
1936.0,0.0,28.29
569.0,5.0,15.36
1653.0,5.0,14.38
97.0,0.0,21.86
1021.0,0.0,18.34
2875.0,0.0,16.71
140.0,0.0,23.76
3104.0,0.0,24.83
2618.0,0.0,21.9
1506.0,0.0,24.63
1363.0,5.0,16.4
2648.0,0.0,19.03
3287.0,5.0,13.25
4765.0,0.0,24.97
2293.0,10.0,16.23
4424.0,0.0,18.82
464.0,20.0,13.88
2896.0,5.0,4.53
4188.0,0.0,21.37
2005.0,15.0,7.48
595.0,0.0,21.69
1339.0,0.0,34.34
626.0,0.0,21.26
451.0,0.0,23.55
3748.0,0.0,19.31
4302.0,0.0,15.03
4326.0,0.0,19.02
4836.0,20.0,9.37
1593.0,5.0,14.72
1050.0,5.0,13.31
3554.0,0.0,23.93
1910.0,5.0,28.59
4600.0,0.0,22.78
4011.0,5.0,27.98
151.0,5.0,29.34
1737.0,0.0,17.53
3967.0,0.0,14.29
4685.0,0.0,8.11
1481.0,0.0,19.19
89.0,5.0,10.54
458.0,5.0,19.53
4376.0,0.0,14.03
2941.0,0.0,17.91
3286.0,5.0,19.87
4891.0,0.0,15.72
2017.0,0.0,21.08
1671.0,5.0,24.07
3665.0,0.0,17.76
832.0,10.0,19.14
240.0,5.0,17.3
4692.0,5.0,18.19
1000.0,0.0,17.56
1449.0,0.0,25.35
2916.0,0.0,21.21
1974.0,5.0,22.9
2996.0,5.0,14.95
193.0,5.0,21.03
4240.0,5.0,16.76
3762.0,5.0,18.17
3862.0,0.0,22.57
945.0,0.0,27.19
4191.0,0.0,16.48
1184.0,0.0,18.4
4241.0,25.0,8.47
1033.0,0.0,21.19
4435.0,0.0,27.52
4691.0,0.0,11.26
2032.0,5.0,13.3
3429.0,0.0,21.93
2132.0,5.0,22.29
3974.0,5.0,15.59
3485.0,0.0,20.7
4330.0,0.0,11.13
1833.0,0.0,15.19
2955.0,25.0,12.94
2986.0,0.0,18.5
3241.0,0.0,20.6
1624.0,0.0,22.8
4906.0,0.0,13.16
4927.0,0.0,22.67
192.0,5.0,17.4
1488.0,0.0,13.37
3099.0,0.0,18.89
3332.0,0.0,28.93
3830.0,0.0,15.3
4476.0,0.0,18.76
1730.0,0.0,19.11
4027.0,0.0,18.56
2808.0,0.0,16.66
3663.0,0.0,23.01
4585.0,0.0,20.16
3414.0,0.0,19.46
4933.0,0.0,21.01
4877.0,0.0,18.33
167.0,10.0,15.2
1615.0,0.0,21.18
3277.0,0.0,11.45
1025.0,25.0,2.49
1452.0,5.0,16.74
4332.0,0.0,18.33
2237.0,5.0,19.08
2330.0,5.0,15.17
4391.0,0.0,17.7
3313.0,5.0,22.59
4718.0,20.0,11.24
153.0,0.0,16.47
4024.0,0.0,18.63
4699.0,0.0,20.86
3400.0,0.0,19.33
1972.0,5.0,19.09
1182.0,0.0,17.56
2990.0,5.0,24.88
4329.0,0.0,12.9
2115.0,0.0,21.22
4833.0,0.0,19.31
4054.0,0.0,8.67
1590.0,10.0,17.74
32.0,0.0,12.35
938.0,0.0,31.12
2548.0,5.0,19.2
1996.0,0.0,23.79
3134.0,5.0,15.63
310.0,5.0,29.01
3976.0,0.0,29.89
1472.0,0.0,25.95
3129.0,0.0,25.48
2224.0,0.0,20.01
496.0,0.0,20.02
206.0,0.0,21.55
2689.0,0.0,17.12
3373.0,0.0,13.12
3849.0,5.0,25.63
306.0,0.0,23.03
3812.0,0.0,18.75
1809.0,5.0,24.26
1062.0,0.0,14.76
