row_index,customer_id
847,1942
848,2527
849,953
850,100
851,1074
852,4465
853,3465
854,4896
855,352
856,2747
857,1159
858,1057
859,965
860,719
861,2776
862,3576
863,1539
864,309
865,1535
866,834
867,367
868,3397
869,2094
870,4867
871,3782
872,2556
873,1127
874,20
875,3266
876,2944
877,2590
878,219
879,2639
880,439
881,1966
882,3376
883,3304
884,4282
885,2433
886,4661
887,3780
888,2779
889,803
890,3013
891,2289
892,3742
893,4451
894,583
895,204
896,4061
897,3432
898,2265
899,2196
900,3423
901,1607
902,1048
903,1425
904,2882
905,1963
906,3366
907,518
908,2985
909,3337
910,4856
911,669
912,3113
913,1428
914,4922
915,4507
916,1261
917,2440
918,3768
919,4270
920,3358
921,3408
922,1376
923,760
924,2848
925,4333
926,2686
927,3022
928,4396
929,2510
930,215
931,3347
932,1484
933,694
934,2183
935,4732
936,2134
937,1116
938,1785
939,4739
940,1213
941,4882
942,197
943,4606
944,4729
945,1058
946,880
947,1823
948,1938
949,1331
950,2269
951,888
952,3033
953,69
954,2498
955,1936
956,569
957,1653
958,97
959,1021
960,2875
961,140
962,3104
963,2618
964,1506
965,1363
966,2648
967,3287
968,4765
969,2293
970,4424
971,464
972,2896
973,4188
974,2005
975,595
976,1339
977,626
978,451
979,3748
980,4302
981,4326
982,4836
983,1593
984,1050
985,3554
986,1910
987,4600
988,4011
989,151
990,1737
991,3967
992,4685
993,1481
994,89
995,458
996,4376
997,2941
998,3286
999,4891
1000,2017
1001,1671
1002,3665
1003,832
1004,240
1005,4692
1006,1000
1007,1449
1008,2916
1009,1974
1010,2996
1011,193
1012,4240
1013,3762
1014,3862
1015,945
1016,4191
1017,1184
1018,4241
1019,1033
1020,4435
1021,4691
1022,2032
1023,3429
1024,2132
1025,3974
1026,3485
1027,4330
1028,1833
1029,2955
1030,2986
1031,3241
1032,1624
1033,4906
1034,4927
1035,192
1036,1488
1037,3099
1038,3332
1039,3830
1040,4476
1041,1730
1042,4027
1043,2808
1044,3663
1045,4585
1046,3414
1047,4933
1048,4877
1049,167
1050,1615
1051,3277
1052,1025
1053,1452
1054,4332
1055,2237
1056,2330
1057,4391
1058,3313
1059,4718
1060,153
1061,4024
1062,4699
1063,3400
1064,1972
1065,1182
1066,2990
1067,4329
1068,2115
1069,4833
1070,4054
1071,1590
1072,32
1073,938
1074,2548
1075,1996
1076,3134
1077,310
1078,3976
1079,1472
1080,3129
1081,2224
1082,496
1083,206
1084,2689
1085,3373
1086,3849
1087,306
1088,3812
1089,1809
1090,1062
1091,844
1092,2729
1093,2267
1094,212
1095,3734
1096,680
1097,566
1098,3131
1099,3712
1100,681
1101,181
1102,4870
1103,1236
1104,2332
1105,4284
1106,279
1107,1129
1108,3713
1109,433
1110,290
1111,1028
1112,536
1113,4354
1114,189
1115,2277
1116,3934
1117,3590
1118,271
1119,3456
1120,4094
1121,2173
1122,4234
1123,112
1124,2484
1125,221
1126,628
1127,1201
1128,3372
1129,2438
1130,791
1131,2329
1132,462
1133,4413
1134,552
1135,4104
1136,1175
1137,199
1138,4033
1139,3363
1140,403
1141,4579
1142,4183
1143,4774
1144,4988
1145,4813
1146,4473
1147,651
1148,709
1149,1502
1150,4425
1151,3991
1152,2233
1153,2342
1154,315
1155,1221
1156,4485
1157,114
1158,961
1159,2926
1160,3275
1161,1648
1162,3338
1163,2624
1164,3210
1165,1771
1166,3430
1167,4539
1168,1838
1169,1946
1170,2499
1171,4052
1172,3309
1173,4201
1174,4393
1175,2595
1176,2116
1177,1345
1178,2877
1179,3341
1180,4864
1181,3938
1182,1651
1183,790
1184,2281
1185,4655
1186,4572
1187,872
1188,1721
1189,1591
1190,2728
1191,74
1192,1778
1193,1617
1194,1362
1195,3025
1196,1967
1197,4586
1198,3828
1199,2260
1200,2900
1201,2223
1202,495
1203,3146
1204,3530
1205,1282
1206,1165
1207,1243
1208,1756
1209,1993
1210,2195
1211,1727
1212,619
1213,4934
1214,1882
1215,1630
1216,4767
1217,2089
1218,3426
1219,870
1220,4709
1221,1043
1222,3385
1223,357
1224,1163
1225,2781
1226,2255
1227,3166
1228,3947
1229,1790
1230,3807
1231,3658
1232,1273
1233,3151
1234,333
1235,1555
1236,2752
1237,2555
1238,3686
1239,1655
1240,1117
1241,4077
1242,3571
1243,4630
1244,3904
1245,4456
1246,446
1247,2616
1248,453
1249,4811
1250,4445
1251,4555
1252,15
1253,3108
1254,946
1255,248
1256,4184
1257,361
1258,4667
1259,3379
1260,2319
1261,1492
1262,4776
1263,1774
1264,4633
1265,4372
1266,4895
1267,2868
1268,491
1269,863
1270,1766
1271,2228
1272,1903
1273,2463
1274,4113
1275,507
1276,2693
1277,2016
1278,4388
1279,1223
1280,1114
1281,1933
1282,3439
1283,1375
1284,4782
1285,434
1286,3876
1287,3170
1288,2851
1289,2108
1290,2649
1291,4125
1292,4636
1293,2437
1294,4995
1295,1103
1296,1770
1297,1892
1298,2155
1299,3861
1300,157
1301,4921
1302,2891
1303,616
1304,644
1305,2881
1306,2081
1307,1069
1308,3300
1309,4290
1310,4635
1311,4164
1312,331
1313,4007
1314,3017
1315,2670
1316,623
1317,3860
1318,3139
1319,3435
1320,2917
1321,1947
1322,1584
1323,4407
1324,756
1325,519
1326,3822
1327,33
1328,2953
1329,1158
1330,745
1331,2482
1332,2419
1333,1973
1334,2884
1335,784
1336,4491
1337,2523
1338,230
1339,858
1340,4911
1341,2378
1342,409
1343,171
1344,541
1345,2226
1346,2320
1347,3482
1348,614
1349,4950
1350,1834
1351,3454
1352,1162
1353,2427
1354,2381
1355,1619
1356,1635
1357,1508
1358,2214
1359,565
1360,4615
1361,4258
1362,2439
1363,4797
1364,2400
1365,1421
1366,4939
1367,3492
1368,3930
1369,2743
1370,2500
1371,1406
1372,1173
1373,4327
1374,326
1375,1052
1376,4977
1377,3310
1378,2901
1379,2785
1380,1197
1381,621
1382,1565
1383,2895
1384,1190
1385,329
1386,649
1387,898
1388,1490
1389,1124
1390,1919
1391,4654
1392,4387
1393,1420
1394,3817
1395,2589
1396,4716
1397,3270
1398,3695
1399,2078
1400,1024
1401,3008
1402,2407
1403,1627
1404,4295
1405,2949
1406,810
1407,2866
1408,979
1409,4522
1410,2706
1411,3263
1412,4449
1413,2789
1414,4158
1415,1514
1416,3479
1417,2043
1418,175
1419,3291
1420,1989
1421,1504
1422,4472
1423,218
1424,3933
1425,3739
1426,691
1427,2593
1428,3801
1429,3474
1430,1107
1431,1551
1432,2442
1433,1552
1434,612
1435,3257
1436,3730
1437,577
1438,2079
1439,4446
1440,1181
1441,889
1442,3144
1443,3925
1444,2679
1445,818
1446,3293
1447,1887
1448,209
1449,294
1450,1120
1451,2229
1452,2252
1453,1265
1454,991
1455,4294
1456,1533
1457,354
1458,1879
1459,3657
1460,4026
1461,2571
1462,3064
1463,1229
1464,260
1465,1542
1466,4804
1467,4750
1468,4842
1469,2597
1470,53
1471,2212
1472,1868
1473,3572
1474,3654
1475,2803
1476,2898
1477,1480
1478,1034
1479,1098
1480,1470
1481,544
1482,1047
1483,1922
1484,1596
1485,31
1486,726
1487,2451
1488,4529
1489,3922
1490,1427
1491,2513
1492,437
1493,4746
1494,913
1495,4232
1496,4174
1497,4523
1498,4311
1499,2303
1500,2707
1501,1239
1502,904
1503,4244
1504,3160
1505,4005
1506,508
1507,4511
1508,184
1509,4336
1510,1498
1511,3888
1512,322
1513,2520
1514,1534
1515,3814
1516,2396
1517,2701
1518,4626
1519,2660
1520,4448
1521,1147
1522,4474
1523,45
1524,2526
1525,3467
1526,1850
1527,1379
1528,4845
1529,3028
1530,414
1531,2174
1532,1408
1533,2125
1534,802
1535,1289
1536,2198
1537,2458
1538,1722
1539,2334
1540,257
1541,4540
1542,1715
1543,1152
1544,2317
1545,648
1546,4495
1547,4245
1548,4217
1549,3787
1550,1316
1551,2030
1552,3254
1553,2481
1554,3728
1555,1351
1556,2516
1557,113
1558,3149
1559,264
1560,1394
1561,1906
1562,1187
1563,2368
1564,57
1565,1310
1566,696
1567,4213
1568,4763
1569,1752
1570,1925
1571,4031
1572,320
1573,2338
1574,683
1575,2331
1576,4697
1577,3566
1578,3524
1579,3857
1580,287
1581,2187
1582,4274
1583,3362
1584,1745
1585,1741
1586,3516
1587,1836
1588,2099
1589,737
1590,3351
1591,337
1592,3502
1593,4562
1594,2657
1595,4415
1596,1072
1597,2306
1598,1698
1599,3593
1600,3634
1601,4123
1602,4955
1603,3382
1604,1489
1605,499
1606,4355
1607,3246
1608,2573
1609,2601
1610,3289
1611,4423
1612,2146
1613,1611
1614,2352
1615,4202
1616,3249
1617,1023
1618,2298
1619,4897
1620,2705
1621,3079
1622,2046
1623,666
1624,3951
1625,2654
1626,1927
1627,4276
1628,2182
1629,1018
1630,558
1631,2415
1632,1208
1633,3868
1634,2672
1635,4380
1636,1511
1637,4288
1638,246
1639,1164
1640,4400
1641,267
1642,3075
1643,1115
1644,64
1645,2608
1646,4972
1647,2979
1648,3027
1649,3092
1650,3920
1651,4352
1652,2275
1653,2578
1654,3517
1655,1238
1656,104
1657,2659
1658,273
1659,509
1660,4347
1661,4944
1662,4075
1663,866
1664,4198
1665,909
1666,3476
1667,4110
1668,3915
1669,1628
1670,4973
1671,1523
1672,836
1673,359
1674,139
1675,300
1676,1557
1677,1004
1678,383
1679,942
1680,4228
1681,4553
1682,762
1683,1731
1684,2824
1685,4731
1686,2102
1687,4609
1688,899
1689,4018
1690,3803
1691,1403
1692,2380
1693,3804
1694,4397
1695,2971
1696,1513
1697,1189
1698,3771
1699,4929
1700,3895
1701,3949
1702,109
1703,2749
1704,2324
1705,3504
1706,59
1707,77
1708,797
1709,369
1710,4916
1711,786
1712,2104
1713,4392
1714,2035
1715,2124
1716,3779
1717,2414
1718,1729
1719,122
1720,1871
1721,2385
1722,3661
1723,911
1724,125
1725,4478
1726,1587
1727,1258
1728,3457
1729,3497
1730,3399
1731,1179
1732,2856
1733,3486
1734,4589
1735,2119
1736,443
1737,3101
1738,2887
1739,926
1740,2348
1741,2375
1742,4781
1743,1412
1744,3483
1745,3023
1746,1510
1747,1228
1748,3619
1749,2371
1750,3529
1751,2165
1752,3296
1753,325
1754,3095
1755,3272
1756,2037
1757,3314
1758,3051
1759,1499
1760,1503
1761,1007
1762,2635
1763,4909
1764,3533
1765,1468
1766,1226
1767,2006
1768,2283
1769,2111
1770,1217
1771,3995
1772,4287
1773,421
1774,3438
1775,7
1776,933
1777,1692
1778,440
1779,1314
1780,679
1781,4180
1782,4621
1783,2003
1784,2479
1785,4644
1786,2903
1787,2534
1788,4943
1789,4056
1790,3942
1791,4255
1792,2793
1793,2656
1794,195
1795,1475
1796,4297
1797,1212
1798,2756
1799,1658
1800,2716
1801,3035
1802,4095
1803,3627
1804,1873
1805,1878
1806,1131
1807,1462
1808,277
1809,4873
1810,2347
1811,2312
1812,1303
1813,3065
1814,223
1815,4651
1816,4384
1817,574
1818,1237
1819,3561
1820,3689
1821,1335
1822,2810
1823,419
1824,268
1825,1105
1826,258
1827,296
1828,2532
1829,387
1830,3324
1831,3106
1832,2575
1833,4047
1834,4346
1835,4129
1836,4162
1837,4395
1838,1564
1839,1920
1840,1401
1841,713
1842,2365
1843,2943
1844,210
1845,3962
1846,1290
1847,2615
1848,450
1849,4103
1850,2585
1851,1821
1852,959
1853,1794
1854,4952
1855,655
1856,2423
1857,3871
1858,2408
1859,1761
1860,2370
1861,3940
1862,4370
1863,412
1864,1775
1865,4463
1866,2202
1867,4092
1868,3723
1869,4322
1870,4785
1871,3721
1872,4641
1873,4687
1874,3575
1875,1984
1876,3383
1877,4151
1878,3587
1879,431
1880,3124
1881,3838
1882,1367
1883,2611
1884,3840
1885,1177
1886,3348
1887,1477
1888,3168
1889,4969
1890,103
1891,1943
1892,4925
1893,1264
1894,3378
1895,3154
1896,4510
1897,3077
1898,2755
1899,3604
1900,3905
1901,2989
1902,1644
1903,4516
1904,1
1905,1581
1906,4433
1907,4126
1908,1357
1909,3407
1910,2343
1911,2406
1912,2053
1913,2234
1914,397
1915,4115
1916,1065
1917,4624
1918,2169
1919,819
1920,1813
1921,2568
1922,1553
1923,3136
1924,817
1925,1573
1926,4526
1927,1801
1928,4946
1929,382
1930,3334
1931,3842
1932,2310
1933,3520
1934,4941
1935,1781
1936,2742
1937,2623
1938,2349
1939,865
1940,3036
1941,3180
1942,555
1943,1160
1944,1214
1945,4236
1946,3617
1947,49
1948,3164
1949,701
1950,653
1951,3882
1952,3327
1953,749
1954,1456
1955,4205
1956,2101
1957,2025
1958,867
1959,753
1960,1645
1961,93
1962,4608
1963,3117
1964,2448
1965,2645
1966,1491
1967,2911
1968,4374
1969,730
1970,2733
1971,2487
1972,3997
1973,1937
1974,1746
1975,4450
1976,4020
1977,4102
1978,1958
1979,1111
1980,3353
1981,4051
1982,4482
1983,4167
1984,347
1985,1186
1986,4025
1987,1516
1988,4680
1989,579
1990,1965
1991,76
1992,1430
1993,3752
1994,4441
1995,4324
1996,4963
1997,1847
1998,132
1999,179
2000,2965
2001,4477
2002,2711
2003,4702
2004,1843
2005,2218
2006,3594
2007,2389
2008,605
2009,2643
2010,26
2011,659
2012,1897
2013,3545
2014,4769
2015,174
2016,1612
2017,438
2018,332
2019,1455
2020,343
2021,3214
2022,2562
2023,1089
2024,480
2025,728
2026,3802
2027,977
2028,2054
2029,2993
2030,1929
2031,1469
2032,1225
2033,3729
2034,1953
2035,4841
2036,4616
2037,1893
2038,1300
2039,3806
2040,4610
2041,661
2042,4761
2043,2410
2044,4571
2045,2992
2046,4735
2047,3067
2048,2719
2049,3614
2050,3207
2051,1279
2052,3086
2053,1622
2054,3692
2055,2847
2056,68
2057,4265
2058,4627
2059,3809
2060,821
2061,1227
2062,3007
2063,4273
2064,2759
2065,4468
2066,4280
2067,3365
2068,1144
2069,398
2070,2922
2071,4312
2072,3037
2073,1399
2074,1660
2075,980
2076,1299
2077,3419
2078,83
2079,3709
2080,2474
2081,3758
2082,3800
2083,2304
2084,424
2085,4350
2086,1905
2087,4625
2088,4120
2089,4317
2090,1566
2091,3371
2092,840
2093,501
2094,142
2095,1378
2096,4016
2097,3260
2098,1139
2099,3097
2100,1788
2101,2582
2102,551
2103,3115
2104,2020
2105,949
2106,2276
2107,533
2108,1830
2109,2933
2110,4429
2111,3890
2112,1603
2113,640
2114,4843
2115,968
2116,4248
2117,2641
2118,1684
2119,4481
2120,2358
2121,156
2122,2630
2123,4160
2124,1090
2125,3821
2126,4251
2127,289
2128,931
2129,2551
2130,2278
2131,3387
2132,2699
2133,3894
2134,943
2135,3878
2136,4673
2137,1699
2138,4719
2139,3197
2140,2522
2141,2827
2142,986
2143,2788
2144,3083
2145,2584
2146,4788
2147,982
2148,2750
2149,2446
2150,4698
2151,2958
2152,3544
2153,4708
2154,1458
2155,1396
2156,265
2157,3683
2158,930
2159,3076
2160,2708
2161,247
2162,3608
2163,1759
2164,4915
2165,2826
2166,924
2167,3096
2168,269
2169,670
2170,2751
2171,1911
2172,3001
2173,1153
2174,4828
2175,3471
2176,4252
2177,3896
2178,2188
2179,2998
2180,1916
2181,613
2182,3751
2183,4604
2184,1899
2185,1650
2186,3169
2187,259
2188,848
2189,4373
2190,1234
2191,1128
2192,1968
2193,559
2194,4778
2195,485
2196,1321
2197,2760
2198,8
2199,3460
2200,3205
2201,1451
2202,3999
2203,1815
2204,774
2205,1012
2206,2834
2207,2464
2208,1992
2209,1278
2210,1784
2211,4066
2212,447
2213,881
2214,4470
2215,782
2216,1750
2217,3404
2218,4892
2219,884
2220,2945
2221,1092
2222,4672
2223,532
2224,4041
2225,3340
2226,4590
2227,1728
2228,611
2229,571
2230,2687
2231,3044
2232,344
2233,3016
2234,3155
2235,435
2236,1904
2237,3823
2238,2790
2239,2070
2240,1538
2241,2268
2242,2362
2243,1518
2244,966
2245,4417
2246,529
2247,177
2248,4595
2249,4109
2250,4308
2251,573
2252,2315
2253,3525
2254,2940
2255,3227
2256,4328
2257,2209
2258,2581
2259,2771
2260,384
2261,853
2262,1881
2263,371
2264,4338
2265,4334
2266,1106
2267,2587
2268,3965
2269,1337
2270,2190
2271,4605
2272,2673
2273,3618
2274,2946
2275,4859
2276,1172
2277,3993
2278,4279
2279,1423
2280,3208
2281,4128
2282,4363
2283,1465
2284,875
2285,2340
2286,4351
2287,1252
2288,4970
2289,841
2290,3085
2291,582
2292,205
2293,1642
2294,2015
2295,906
2296,632
2297,4794
2298,1975
2299,163
2300,3188
2301,2880
2302,4506
2303,618
2304,4087
2305,1432
2306,548
2307,3350
2308,4557
2309,4233
2310,2403
2311,2681
2312,2493
2313,4084
2314,1862
2315,641
2316,3003
2317,638
2318,4121
2319,3929
2320,3002
2321,2097
2322,3911
2323,4032
2324,3693
2325,2857
2326,922
2327,547
2328,3685
2329,1901
2330,2029
2331,2302
2332,1886
2333,1643
2334,3526
2335,4820
2336,2098
2337,4368
2338,4663
2339,4505
2340,4978
2341,837
2342,602
2343,2185
2344,3884
2345,2805
2346,4318
2347,1583
2348,4726
2349,3319
2350,3978
2351,1071
2352,1776
2353,4819
2354,1284
2355,3066
2356,4764
2357,1837
2358,4253
2359,1020
2360,3221
2361,1327
2362,476
2363,3464
2364,1652
2365,4017
2366,4296
2367,4190
2368,4671
2369,2599
2370,1374
2371,740
2372,4408
2373,4693
2374,868
2375,1141
2376,998
2377,1338
2378,542
2379,1100
2380,1133
2381,4083
2382,4130
2383,2259
2384,4006
2385,60
2386,4204
2387,1939
2388,2592
2389,4947
2390,1079
2391,3380
2392,3143
2393,2504
2394,941
2395,1081
2396,188
2397,2650
2398,2086
2399,2250
2400,4901
2401,2024
2402,2698
2403,4067
2404,3625
2405,227
2406,3320
2407,1930
2408,3936
2409,4787
2410,1405
2411,2180
2412,698
2413,1125
2414,2811
2415,2935
2416,1779
2417,2874
2418,1038
2419,4185
2420,2257
2421,314
2422,2282
2423,1417
2424,1037
2425,2160
2426,4173
2427,1755
2428,3128
2429,3635
2430,4975
2431,4531
2432,3361
2433,4751
2434,1507
2435,1924
2436,449
2437,2459
2438,2544
2439,4980
2440,4574
2441,362
2442,2184
2443,1135
2444,3899
2445,2156
2446,1831
2447,1054
2448,23
2449,2067
2450,1654
2451,2603
2452,3226
2453,2813
2454,4055
2455,2326
2456,461
2457,1068
2458,88
2459,1431
2460,2663
2461,283
2462,463
2463,213
2464,2634
2465,1369
2466,235
2467,3552
2468,598
2469,4431
2470,2251
2471,4050
2472,2284
2473,663
2474,4974
2475,2286
2476,4727
2477,3209
2478,2519
2479,3448
2480,780
2481,4211
2482,3442
2483,4874
2484,4469
2485,4846
2486,686
2487,3185
2488,4254
2489,4122
2490,2172
2491,3556
2492,1851
2493,488
2494,1689
2495,2231
2496,3280
2497,2321
2498,783
2499,522
2500,523
2501,3600
2502,3971
2503,2399
2504,2208
2505,3494
2506,3569
2507,3756
2508,2838
2509,1512
2510,1883
2511,652
2512,2802
2513,3406
2514,370
2515,2655
2516,119
2517,4014
2518,3050
2519,2217
2520,3559
2521,1614
2522,4257
2523,963
2524,2511
2525,3564
2526,4652
2527,3461
2528,3048
2529,2416
2530,4665
2531,4247
2532,2186
2533,2837
2534,2038
2535,4272
2536,773
2537,1285
2538,4614
2539,4747
2540,1415
2541,1235
2542,2715
2543,436
2544,1675
2545,366
2546,2665
2547,232
2548,4278
2549,4060
2550,4410
2551,408
2552,2091
2553,87
2554,845
2555,1032
2556,2647
2557,4078
2558,4289
2559,3245
2560,2674
2561,856
2562,79
2563,2248
2564,4581
2565,3675
2566,2928
2567,2925
2568,2280
2569,4951
2570,4169
2571,3889
2572,3444
2573,2177
2574,425
2575,393
2576,4805
2577,3650
2578,105
2579,3921
2580,3152
2581,1949
2582,1460
