customer_id,age,income,previous_purchases,campaign_response,customer_tenure_days,channel,avg_basket_size,discount,purchase,treatment,ITE,segment
600,19,25700.0,1,0.081,66,in_store,47.79,25,0,1,-0.03878468757373523,Not Persuadable
2570,46,57900.0,1,0.031,1,in_store,47.01,15,1,1,0.05145425282654402,Persuadable
3989,54,40200.0,4,0.093,874,online,37.73,25,1,1,0.05734637049382296,Persuadable
2835,46,67500.0,0,0.196,277,in_store,46.58,0,0,0,0.044215126333764385,Persuadable
2239,29,65300.0,1,0.112,154,online,49.09,10,0,1,0.01707914055224171,Persuadable
4563,44,45400.0,0,0.03,284,online,42.4,0,1,0,0.025849029844926222,Persuadable
1783,18,15000.0,1,0.0,731,in_store,18.36,0,0,0,-0.00016251084124104496,Not Persuadable
2814,34,51900.0,4,0.275,284,online,53.4,5,1,1,0.1440391730138708,Highly Persuadable
2842,53,18700.0,0,0.01,481,in_store,34.68,0,0,0,0.0073419477806640435,Persuadable
3955,40,53000.0,4,0.126,536,online,26.47,25,1,1,0.11561681638375691,Highly Persuadable
228,63,57400.0,2,0.099,364,in_store,38.29,20,0,1,-0.08906379000624093,Not Persuadable
4416,30,23400.0,3,0.052,224,online,22.29,10,0,1,-0.03628173893425891,Not Persuadable
3135,34,50900.0,3,0.167,427,online,45.31,15,1,1,0.03863195287758032,Persuadable
4678,50,63300.0,5,0.122,93,online,43.88,15,1,1,-0.06460752781741902,Not Persuadable
3495,57,51100.0,2,0.0,358,in_store,39.2,0,0,0,0.015187669555540764,Persuadable
4513,55,80200.0,6,0.204,546,in_store,47.17,15,0,1,-0.01372198477585325,Not Persuadable
241,29,50400.0,2,0.093,1,online,37.86,25,0,1,-0.020522556080031312,Not Persuadable
732,41,46600.0,1,0.0,305,in_store,45.37,0,1,0,-0.08042840078370507,Not Persuadable
30,45,20600.0,1,0.063,474,online,34.72,0,0,0,0.043202279169704386,Persuadable
107,29,51100.0,2,0.135,576,in_store,18.55,20,1,1,0.1443605920150269,Highly Persuadable
4802,47,30200.0,4,0.11,367,in_store,21.32,5,1,1,0.030839135996754655,Persuadable
3881,34,33700.0,1,0.012,407,online,48.8,5,0,1,-0.19614665428861294,Not Persuadable
1845,24,29300.0,0,0.0,286,online,38.54,20,0,1,-0.09435570167256771,Not Persuadable
3472,36,34900.0,2,0.0,12,online,25.83,10,0,1,0.027475607189812765,Persuadable
2374,59,45600.0,2,0.0,110,in_store,35.3,10,1,1,-0.0071390089613285615,Not Persuadable
4858,32,46600.0,1,0.141,8,in_store,33.8,25,1,1,0.15201214105088962,Highly Persuadable
1169,35,40900.0,1,0.095,24,in_store,34.96,0,0,0,0.13329107207215996,Highly Persuadable
2158,30,42200.0,0,0.105,247,online,30.72,0,1,0,0.04154657436945629,Persuadable
2816,34,15000.0,1,0.082,466,in_store,37.42,0,0,0,0.020264729367707845,Persuadable
799,52,42200.0,4,0.097,302,online,38.08,15,1,1,0.0327974602979369,Persuadable
3987,27,26500.0,1,0.192,467,in_store,27.39,0,0,0,0.11199201369029597,Highly Persuadable
66,50,57800.0,4,0.267,208,in_store,42.72,5,1,1,0.0670840409327899,Persuadable
2700,30,48200.0,0,0.015,246,in_store,23.02,25,0,1,0.051236318947248304,Persuadable
1505,37,45700.0,3,0.19,584,in_store,40.44,0,1,0,0.07681293125568839,Persuadable
180,43,37500.0,0,0.102,501,in_store,33.38,0,1,0,-0.075123324625795,Not Persuadable
1422,37,52900.0,3,0.086,168,online,49.81,0,0,0,0.07169873160822814,Persuadable
625,46,42300.0,1,0.192,1,online,31.78,0,0,0,0.21508324930794234,Highly Persuadable
24,38,28300.0,1,0.0,1,online,24.25,0,0,0,0.06421555097868814,Persuadable
2060,27,36700.0,0,0.318,59,in_store,39.11,0,0,0,0.11204386690964316,Highly Persuadable
682,48,79400.0,6,0.102,519,in_store,49.37,20,1,1,-0.03601242506201015,Not Persuadable
1631,25,40000.0,1,0.2,240,online,25.91,0,0,0,0.17834585419657292,Highly Persuadable
1091,33,43800.0,2,0.057,456,in_store,39.96,0,0,0,0.018270508861261952,Persuadable
502,51,19700.0,0,0.0,1,in_store,30.05,0,0,0,0.10306027533255768,Highly Persuadable
4444,28,17800.0,0,0.0,314,online,26.73,0,0,0,-0.020510451374297113,Not Persuadable
229,30,43900.0,0,0.0,491,online,36.17,0,0,0,0.008713860000777725,Persuadable
4138,42,45200.0,1,0.134,238,in_store,44.22,0,1,0,-0.019502053347534718,Not Persuadable
4639,34,24500.0,0,0.189,108,in_store,27.56,0,0,0,0.1827786399859426,Highly Persuadable
3788,41,71400.0,1,0.0,1,in_store,50.7,25,1,1,0.0032193762378141034,Persuadable
2221,41,55900.0,1,0.111,58,in_store,37.86,20,0,1,0.039014729134247375,Persuadable
3711,46,29400.0,1,0.0,603,online,42.17,0,0,0,0.055740302575882125,Persuadable
1413,21,17100.0,1,0.24,1,online,15.43,10,1,1,0.10936100086779084,Highly Persuadable
2684,32,15000.0,0,0.054,478,in_store,24.34,25,1,1,0.01899452201244332,Persuadable
85,26,46300.0,3,0.113,135,in_store,31.82,15,1,1,0.05011090842984529,Persuadable
4455,47,69900.0,3,0.133,606,in_store,54.45,0,0,0,0.21209523999245453,Highly Persuadable
4587,46,65700.0,0,0.032,385,in_store,45.93,25,0,1,-0.1311934031144737,Not Persuadable
4309,44,45400.0,4,0.077,849,in_store,39.32,5,1,1,0.05796294628637412,Persuadable
2379,41,25900.0,1,0.117,322,online,36.5,0,0,0,-0.0479750370005113,Not Persuadable
2697,46,40500.0,6,0.152,759,online,41.42,0,0,0,0.180113955247614,Highly Persuadable
1210,44,38900.0,2,0.166,368,online,37.3,0,0,0,0.12207618004525737,Highly Persuadable
2766,32,39200.0,0,0.15,1,in_store,32.4,0,0,0,0.15777697834877222,Highly Persuadable
334,28,62300.0,0,0.119,42,online,34.51,0,1,0,-0.001502066965326435,Not Persuadable
2093,42,59300.0,0,0.024,136,in_store,40.39,20,1,1,0.07908016381387528,Persuadable
200,38,40700.0,2,0.189,417,online,29.85,0,0,0,0.09237410088015638,Persuadable
2883,49,52600.0,1,0.066,339,in_store,47.14,0,1,0,-0.05377200806276318,Not Persuadable
1433,30,35400.0,2,0.111,687,in_store,24.99,0,0,0,0.13341829944006361,Highly Persuadable
808,25,32700.0,0,0.018,193,in_store,34.89,0,1,0,-0.11483660878646473,Not Persuadable
4195,55,27900.0,4,0.179,643,online,35.02,15,1,1,0.1373115632181952,Highly Persuadable
3436,46,62400.0,6,0.248,361,online,38.66,0,1,0,0.11170235104541748,Highly Persuadable
3574,39,29500.0,4,0.074,915,online,39.9,0,1,0,0.07139910182506105,Persuadable
1030,53,21500.0,1,0.187,364,in_store,40.32,0,1,0,-0.05452538685511357,Not Persuadable
3493,37,50200.0,3,0.112,1,online,49.52,10,0,1,-0.11359359985875464,Not Persuadable
1520,18,33300.0,1,0.086,502,online,27.63,0,0,0,0.04380952333955987,Persuadable
4849,31,23800.0,0,0.052,1,online,24.64,20,1,1,0.13922656097415326,Highly Persuadable
1955,43,44400.0,1,0.125,239,online,44.33,0,1,0,-0.034548134692206314,Not Persuadable
2405,30,80500.0,6,0.098,575,in_store,52.45,15,1,1,-0.014235853731171078,Not Persuadable
4310,18,15000.0,0,0.031,389,in_store,18.16,0,0,0,-0.055787171732705254,Not Persuadable
4131,52,55200.0,3,0.097,1,in_store,43.31,0,0,0,0.05341303187692669,Persuadable
2122,41,48600.0,3,0.239,266,in_store,27.02,0,0,0,0.12139523457328705,Highly Persuadable
80,36,32300.0,2,0.089,868,online,26.67,15,0,1,0.00157935693474855,Persuadable
4293,30,15000.0,1,0.059,541,in_store,29.14,0,0,0,0.027216104786275327,Persuadable
3292,43,71000.0,2,0.052,266,in_store,48.56,30,0,1,0.056139416264008785,Persuadable
3045,42,39000.0,1,0.212,185,online,35.58,10,1,1,0.22780043294287453,Highly Persuadable
4733,67,46000.0,0,0.092,174,in_store,35.07,10,0,1,-0.07093831590872093,Not Persuadable
3167,29,37200.0,1,0.122,242,in_store,31.75,0,0,0,0.036607871011402414,Persuadable
4542,43,38100.0,6,0.225,264,online,27.93,15,1,1,0.19458135725880182,Highly Persuadable
2074,37,44000.0,2,0.096,68,online,30.8,30,1,1,0.11044406149479843,Highly Persuadable
734,38,44600.0,0,0.186,425,in_store,34.92,30,0,1,-0.011790073372584588,Not Persuadable
3952,69,80000.0,6,0.334,504,in_store,36.97,25,0,1,-0.07156702398012883,Not Persuadable
3434,41,43500.0,1,0.121,481,in_store,32.29,15,1,1,0.011339847916104215,Persuadable
2219,32,38500.0,0,0.093,24,in_store,30.42,0,0,0,0.0800742450128556,Persuadable
1742,58,80100.0,3,0.113,733,in_store,47.61,15,1,1,0.04634151662509669,Persuadable
297,44,37100.0,1,0.019,1,in_store,27.33,10,1,1,0.06768496707824526,Persuadable
3560,30,31000.0,2,0.064,498,in_store,40.1,15,0,1,0.019608306377887824,Persuadable
712,48,15000.0,2,0.016,853,in_store,29.51,15,1,1,0.12767127703001194,Highly Persuadable
897,32,48400.0,3,0.187,107,in_store,33.86,30,1,1,0.09108941323533877,Persuadable
3950,40,62700.0,3,0.066,404,online,40.75,0,0,0,0.09098556234681826,Persuadable
374,50,43000.0,4,0.129,564,in_store,43.19,0,1,0,-0.04164491550929482,Not Persuadable
1558,49,48200.0,2,0.109,478,online,40.44,0,0,0,0.09425888684681286,Persuadable
4149,39,45900.0,3,0.022,1,in_store,40.36,10,0,1,0.13959211842663077,Highly Persuadable
1500,26,69000.0,3,0.095,415,in_store,53.53,0,1,0,0.00958961090023908,Persuadable
4618,28,40400.0,2,0.077,252,in_store,19.56,30,1,1,-0.03431659754852889,Not Persuadable
472,35,34700.0,2,0.146,565,in_store,18.13,0,0,0,0.20072459880831892,Highly Persuadable
1035,34,36700.0,3,0.093,363,online,37.56,20,0,1,-0.11504371120521832,Not Persuadable
1515,20,15000.0,0,0.058,1,in_store,19.29,10,0,1,0.0570086806599839,Persuadable
4237,42,59000.0,2,0.123,16,in_store,46.33,10,0,1,-0.035008544152663336,Not Persuadable
1733,37,38300.0,3,0.142,590,online,41.57,20,0,1,0.011237178371959648,Persuadable
1271,58,63600.0,4,0.143,119,in_store,52.71,10,1,1,-0.025350966699985208,Not Persuadable
3935,45,73100.0,8,0.206,511,in_store,65.04,25,1,1,0.016235910026237966,Persuadable
4437,35,28500.0,5,0.17,284,in_store,39.61,0,1,0,0.04582789486778421,Persuadable
4419,44,58900.0,2,0.005,17,online,37.56,0,1,0,0.04911011702186347,Persuadable
2586,52,46900.0,1,0.105,190,online,41.6,0,0,0,0.10645737349532663,Highly Persuadable
3636,25,38300.0,0,0.081,940,online,43.83,0,0,0,0.0020879653181954554,Persuadable
656,44,45600.0,0,0.138,482,online,31.78,25,0,1,-0.04562234554630061,Not Persuadable
1293,35,43500.0,0,0.163,110,in_store,37.86,25,1,1,0.17863124397458324,Highly Persuadable
4752,43,70300.0,1,0.045,475,online,55.76,25,1,1,-0.053445690790943266,Not Persuadable
427,50,42100.0,3,0.179,1,online,47.8,20,0,1,0.05623805864962584,Persuadable
2421,18,33200.0,1,0.164,482,online,39.1,25,1,1,-0.10211881291235357,Not Persuadable
2136,36,80200.0,1,0.063,1,in_store,51.29,0,0,0,0.06296354624301874,Persuadable
1075,29,38900.0,1,0.16,111,online,42.08,0,0,0,0.014015080276167047,Persuadable
4840,45,57300.0,5,0.114,626,in_store,48.9,0,0,0,0.07906007071395207,Persuadable
1323,40,46900.0,1,0.093,432,in_store,41.98,0,1,0,-0.014403340214929802,Not Persuadable
415,37,63700.0,4,0.0,565,online,51.62,25,1,1,0.02843409725163404,Persuadable
2485,39,38800.0,1,0.063,1,online,42.08,20,1,1,0.08027152446689827,Persuadable
2147,29,61800.0,2,0.142,252,in_store,48.71,0,1,0,0.08981322910463958,Persuadable
590,59,43800.0,4,0.139,267,online,34.05,0,1,0,0.030104319573511555,Persuadable
169,38,59200.0,3,0.135,1,online,47.3,0,1,0,-0.026123579242627273,Not Persuadable
3519,40,46800.0,7,0.269,617,in_store,45.98,30,1,1,0.011985300165599849,Persuadable
2241,55,72400.0,5,0.318,309,in_store,47.21,15,1,1,0.12735618963839423,Highly Persuadable
997,49,55100.0,1,0.004,1,online,46.28,20,1,1,-0.009093882920252245,Not Persuadable
3670,42,47300.0,3,0.23,358,in_store,55.94,15,1,1,0.07996425986341935,Persuadable
1865,43,43200.0,1,0.177,1,online,44.15,0,0,0,0.05566994611945766,Persuadable
9,40,33200.0,2,0.094,224,online,21.19,20,1,1,0.10413356236532939,Highly Persuadable
3186,24,16000.0,0,0.0,443,online,16.4,0,1,0,-0.01267637028369833,Not Persuadable
498,36,51400.0,5,0.106,853,online,30.71,0,1,0,0.041817233019267916,Persuadable
4335,47,63300.0,2,0.049,181,in_store,58.37,30,1,1,0.10510923334922588,Highly Persuadable
145,30,15000.0,2,0.129,60,online,11.54,0,0,0,0.04685616642537953,Persuadable
658,42,41800.0,2,0.171,403,in_store,47.8,0,1,0,-0.05500823472364928,Not Persuadable
2026,22,55200.0,2,0.221,584,online,37.58,15,0,1,-0.0216473261908543,Not Persuadable
298,36,42000.0,2,0.061,172,in_store,33.22,0,1,0,0.09958861405202726,Persuadable
3781,45,47900.0,3,0.057,2,in_store,33.08,20,0,1,0.0337706052281197,Persuadable
1254,44,39600.0,1,0.0,124,in_store,23.96,0,0,0,0.07826487116118608,Persuadable
152,28,35800.0,2,0.247,248,online,35.0,0,0,0,0.08099722107379377,Persuadable
1744,24,56400.0,0,0.08,1,online,37.86,30,0,1,0.00014361953146894545,Persuadable
2628,58,32700.0,1,0.048,155,online,46.84,15,1,1,0.03606499110028198,Persuadable
1198,29,46000.0,0,0.082,352,online,28.26,20,0,1,-0.011937629059134027,Not Persuadable
3228,39,24400.0,3,0.026,982,online,14.0,25,0,1,0.04664182766315374,Persuadable
3162,47,74100.0,1,0.078,282,online,54.94,15,1,1,0.08789627704140215,Persuadable
4835,21,25600.0,0,0.134,354,in_store,27.94,30,0,1,-0.07276977320491472,Not Persuadable
3409,46,64700.0,1,0.161,77,online,57.57,10,1,1,0.08871286031033136,Persuadable
1393,33,46300.0,2,0.0,213,online,34.83,0,1,0,0.016756565668975446,Persuadable
3941,41,15000.0,1,0.0,248,online,30.75,0,0,0,0.13448940270278464,Highly Persuadable
1414,55,51200.0,0,0.05,284,online,60.94,20,1,1,0.12296156467502425,Highly Persuadable
1540,58,53200.0,1,0.038,13,in_store,42.61,0,0,0,0.03610413205475275,Persuadable
2588,57,42700.0,8,0.224,972,online,26.17,15,1,1,0.13241018751913058,Highly Persuadable
1706,63,61500.0,1,0.0,1,online,47.53,0,1,0,0.03605590496894076,Persuadable
3833,38,26500.0,1,0.021,330,online,28.9,20,1,1,0.06365996356500202,Persuadable
2999,50,58800.0,2,0.0,603,in_store,42.92,0,0,0,0.0536576075574171,Persuadable
4530,57,36900.0,3,0.112,143,in_store,28.97,20,1,1,0.03903185012034751,Persuadable
4260,36,31800.0,1,0.087,1,online,30.53,0,0,0,0.09892946891996361,Persuadable
3610,40,31100.0,2,0.035,348,in_store,38.12,0,1,0,-0.004558580250736421,Not Persuadable
1445,38,44500.0,3,0.199,218,online,51.26,0,1,0,0.09280100457195882,Persuadable
101,35,28700.0,2,0.127,1,in_store,31.62,0,0,0,0.14662121541252104,Highly Persuadable
2820,50,73300.0,6,0.244,674,online,53.81,15,0,1,0.022521553336660775,Persuadable
1205,32,38900.0,2,0.018,137,in_store,35.03,30,1,1,0.05585113229992011,Persuadable
1324,21,24600.0,3,0.206,1,in_store,26.01,0,0,0,0.15308916539978917,Highly Persuadable
1026,36,50100.0,2,0.0,431,online,50.86,0,0,0,-0.1526717850605884,Not Persuadable
4059,47,48500.0,2,0.182,1,in_store,35.24,0,0,0,0.18629255423339502,Highly Persuadable
1616,46,58300.0,1,0.203,226,in_store,42.44,0,1,0,-0.039076979230383294,Not Persuadable
2388,48,54000.0,3,0.189,201,in_store,55.78,10,1,1,0.03335808738332639,Persuadable
1753,32,27800.0,2,0.16,363,in_store,24.03,0,1,0,0.10908399880452235,Highly Persuadable
4999,41,63000.0,2,0.155,441,online,40.65,15,1,1,0.1202114478374715,Highly Persuadable
1232,27,49300.0,4,0.078,150,online,37.52,0,0,0,0.03949963548449498,Persuadable
4422,49,46800.0,1,0.156,1,in_store,37.61,25,1,1,0.14998804198146473,Highly Persuadable
3012,36,17200.0,1,0.051,338,in_store,27.04,0,0,0,0.04426077182756414,Persuadable
2506,51,42200.0,1,0.077,130,in_store,25.59,10,0,1,-0.022349962136780036,Not Persuadable
4382,44,56300.0,2,0.017,291,in_store,42.77,0,0,0,0.06774745376452225,Persuadable
1211,51,43700.0,5,0.149,955,online,26.04,10,1,1,0.14661873144319748,Highly Persuadable
3945,55,42800.0,3,0.148,1,in_store,51.33,15,0,1,-0.08440890800951895,Not Persuadable
1913,47,60600.0,2,0.11,113,online,41.9,0,1,0,0.0073134397550380275,Persuadable
3527,45,48100.0,3,0.112,673,in_store,43.91,0,0,0,0.07304498092685958,Persuadable
2528,36,48900.0,1,0.031,1,in_store,54.13,0,0,0,-0.007803824512399532,Not Persuadable
2606,29,48900.0,1,0.0,304,in_store,50.06,0,1,0,-0.07697103241400896,Not Persuadable
3984,24,37300.0,1,0.157,321,online,37.92,0,1,0,0.028732246406167748,Persuadable
473,37,50400.0,0,0.065,575,in_store,47.52,0,1,0,-0.13055824259328516,Not Persuadable
2844,49,40400.0,0,0.0,1,in_store,39.45,30,0,1,-0.013944761296792993,Not Persuadable
4215,39,23500.0,4,0.11,498,in_store,21.26,0,0,0,0.13424348786723142,Highly Persuadable
4081,53,43400.0,4,0.177,593,in_store,23.71,20,0,1,-0.007903561025201096,Not Persuadable
3596,70,63800.0,5,0.159,1,in_store,49.13,0,0,0,0.004363946552948279,Persuadable
1256,32,53700.0,3,0.03,673,online,34.04,0,1,0,0.05877746796523632,Persuadable
4773,36,35500.0,0,0.2,337,in_store,35.53,0,1,0,0.06646702768095843,Persuadable
1748,44,58100.0,4,0.057,1064,online,56.86,0,1,0,-0.03279386239568408,Not Persuadable
3917,36,51200.0,0,0.143,32,in_store,38.35,0,0,0,0.10947120693285706,Highly Persuadable
4979,54,54900.0,2,0.055,534,in_store,52.48,15,0,1,-0.11356623706972101,Not Persuadable
3297,45,47800.0,4,0.032,493,in_store,39.48,0,1,0,-0.0005372256435204195,Not Persuadable
3265,34,41700.0,3,0.104,225,online,40.48,10,1,1,0.06589273199333605,Persuadable
249,75,74800.0,3,0.069,158,in_store,53.07,25,0,1,0.010404154580233298,Persuadable
34,30,37600.0,3,0.072,377,online,45.11,20,0,1,-0.13338717648447937,Not Persuadable
2797,47,45400.0,3,0.052,44,online,29.18,0,0,0,0.04753219495427644,Persuadable
3684,35,41500.0,0,0.039,1,in_store,32.15,5,1,1,0.09599079221517019,Persuadable
506,33,26300.0,1,0.049,1,online,27.1,0,0,0,0.1637041347909136,Highly Persuadable
3081,34,30200.0,1,0.0,71,online,14.66,15,1,1,0.04573368749722428,Persuadable
894,40,63200.0,1,0.152,682,in_store,61.82,20,1,1,0.0877694262331908,Persuadable
627,35,47900.0,1,0.144,58,in_store,47.04,0,1,0,0.022991189416198335,Persuadable
3190,24,37200.0,3,0.0,200,online,19.38,5,0,1,-0.07445665785142762,Not Persuadable
1673,42,29000.0,2,0.012,1,in_store,27.83,0,0,0,0.16711620578899827,Highly Persuadable
2518,57,54700.0,2,0.125,224,online,45.24,0,1,0,-0.07798498222351423,Not Persuadable
2723,19,38900.0,1,0.154,278,online,27.99,0,0,0,0.049381430862340495,Persuadable
3040,39,69300.0,4,0.148,1022,online,45.37,15,0,1,0.05337295845702951,Persuadable
1872,33,57900.0,0,0.105,23,online,38.86,0,0,0,0.07692534766935992,Persuadable
2852,57,76000.0,2,0.172,24,online,44.64,20,0,1,0.022341619059281913,Persuadable
970,40,68300.0,2,0.0,258,in_store,54.69,0,1,0,0.05039569816978388,Persuadable
417,53,63700.0,3,0.083,389,in_store,35.33,0,1,0,-0.11216166512318491,Not Persuadable
1361,35,58000.0,0,0.0,242,online,46.55,0,0,0,-0.04092470808076486,Not Persuadable
231,22,45800.0,2,0.072,140,in_store,42.89,20,1,1,0.07899104596502024,Persuadable
4871,26,23800.0,2,0.003,1,online,22.37,0,0,0,0.10325216084652127,Highly Persuadable
3660,40,55700.0,3,0.195,511,in_store,40.44,25,1,1,0.11106963258870345,Highly Persuadable
545,37,42300.0,1,0.005,1,online,32.91,25,0,1,0.09612836485808773,Persuadable
1245,53,77800.0,9,0.274,525,online,51.08,15,0,1,-0.009559837438012028,Not Persuadable
3318,32,15000.0,0,0.032,104,in_store,18.55,5,0,1,0.045528133143546035,Persuadable
995,39,30200.0,2,0.084,546,in_store,20.2,20,1,1,0.1316056670355961,Highly Persuadable
1621,47,48200.0,2,0.128,459,online,52.17,15,0,1,-0.11575800660600892,Not Persuadable
1757,61,53300.0,7,0.241,690,in_store,51.4,0,1,0,0.13813448904038242,Highly Persuadable
4821,34,34600.0,1,0.199,1,online,20.06,0,0,0,0.15061566590887498,Highly Persuadable
1341,30,34700.0,0,0.0,164,in_store,30.88,20,0,1,0.023804737396626485,Persuadable
1819,46,51600.0,4,0.11,461,in_store,54.05,0,1,0,-0.06186842412833853,Not Persuadable
813,43,56100.0,1,0.0,1,online,43.9,20,0,1,0.002046883556409978,Persuadable
3510,28,32200.0,2,0.136,571,online,39.44,0,0,0,0.010762285650423654,Persuadable
3910,22,15000.0,2,0.238,1,in_store,15.11,20,0,1,0.04377456211262315,Persuadable
3009,37,40500.0,2,0.061,658,in_store,36.48,0,1,0,0.05760355409509516,Persuadable
3969,33,45900.0,0,0.068,326,online,39.67,20,1,1,0.1360263461128583,Highly Persuadable
4994,32,50200.0,2,0.188,432,online,45.7,5,1,1,0.0059474268106388456,Persuadable
3621,44,63800.0,4,0.18,289,online,61.52,10,1,1,0.1292740087777849,Highly Persuadable
1085,41,30000.0,4,0.276,252,online,37.26,20,1,1,0.14718287443095676,Highly Persuadable
1104,46,75700.0,2,0.18,316,in_store,40.34,5,1,1,0.08717822563496022,Persuadable
932,45,38500.0,0,0.0,188,online,36.49,15,0,1,-0.02438772618940165,Not Persuadable
3059,32,62600.0,2,0.176,313,in_store,40.81,25,1,1,0.06252469062236077,Persuadable
3879,24,27200.0,3,0.0,306,online,31.97,0,0,0,0.053623733178500964,Persuadable
1145,40,59700.0,2,0.032,57,in_store,59.52,0,0,0,0.05626730464499491,Persuadable
423,33,37800.0,3,0.069,207,in_store,22.99,20,0,1,0.007867079022309494,Persuadable
1437,35,45400.0,1,0.089,355,online,45.82,0,0,0,-0.046941678618594475,Not Persuadable
725,29,40000.0,1,0.053,153,in_store,39.17,0,0,0,0.060211277951153754,Persuadable
1418,52,51700.0,1,0.0,1,online,35.06,20,1,1,0.013854689478186176,Persuadable
3738,59,81000.0,3,0.147,178,online,47.21,0,0,0,0.08652683818095307,Persuadable
3567,49,53600.0,4,0.169,624,online,39.15,15,1,1,0.261081931705356,Highly Persuadable
927,38,42500.0,3,0.141,57,in_store,19.95,5,1,1,0.16168649364525298,Highly Persuadable
2291,45,75500.0,4,0.219,197,in_store,50.73,0,0,0,0.15737022020671806,Highly Persuadable
150,42,27200.0,0,0.0,81,online,47.4,0,1,0,-0.06495333713635715,Not Persuadable
4090,49,28100.0,4,0.102,25,in_store,35.5,0,1,0,0.07045746870738041,Persuadable
3102,34,38800.0,1,0.173,1,online,27.89,25,0,1,0.07615769590830482,Persuadable
4093,31,55200.0,4,0.024,557,in_store,38.02,0,1,0,-0.046413650083781975,Not Persuadable
13,41,24900.0,1,0.138,254,in_store,40.51,10,0,1,-0.023547319360696244,Not Persuadable
469,53,60100.0,1,0.13,494,online,38.66,20,1,1,-0.006855225036845226,Not Persuadable
3264,59,60600.0,5,0.124,383,online,39.76,0,1,0,0.0044470503780602135,Persuadable
3874,25,43100.0,1,0.0,564,online,23.5,0,1,0,-0.00068582924751526,Not Persuadable
1894,18,44100.0,1,0.125,219,online,28.17,0,1,0,-0.05237561954257343,Not Persuadable
3705,46,40600.0,1,0.141,196,in_store,45.85,10,1,1,0.03854522056100681,Persuadable
1438,18,46400.0,1,0.211,171,online,37.5,0,0,0,0.03156283251263666,Persuadable
1860,23,40700.0,2,0.11,198,online,36.12,10,0,1,-0.07865392841339063,Not Persuadable
1841,33,67100.0,2,0.009,1,in_store,54.55,0,0,0,-0.043303559024105674,Not Persuadable
